country1,country2,field,year,num_articles,complete
Netherlands,Italy,Chip design and fabrication,2024,41,False
Netherlands,Italy,Chip design and fabrication,2023,58,True
Netherlands,Italy,Chip design and fabrication,2016,38,True
Netherlands,Italy,Chip design and fabrication,2018,29,True
Netherlands,Italy,Chip design and fabrication,2021,30,True
Netherlands,Italy,Chip design and fabrication,2019,37,True
Netherlands,Italy,Chip design and fabrication,2022,52,True
Spain,Italy,Chip design and fabrication,2019,61,True
Spain,Italy,Chip design and fabrication,2024,58,False
Spain,Italy,Chip design and fabrication,2022,70,True
Spain,Italy,Chip design and fabrication,2017,49,True
Spain,Italy,Chip design and fabrication,2015,39,True
Spain,Italy,Chip design and fabrication,2021,63,True
Spain,Italy,Chip design and fabrication,2025,28,False
Spain,Italy,Chip design and fabrication,2018,49,True
Spain,Italy,Chip design and fabrication,2023,67,True
Spain,Italy,Chip design and fabrication,2020,69,True
Spain,Italy,Chip design and fabrication,2016,51,True
Sweden,Italy,Chip design and fabrication,2024,29,False
Sweden,Italy,Chip design and fabrication,2023,30,True
Switzerland,Italy,Chip design and fabrication,2023,106,True
Switzerland,Italy,Chip design and fabrication,2018,98,True
Switzerland,Italy,Chip design and fabrication,2021,93,True
Switzerland,Italy,Chip design and fabrication,2019,75,True
Switzerland,Italy,Chip design and fabrication,2022,98,True
Switzerland,Italy,Chip design and fabrication,2020,91,True
Switzerland,Italy,Chip design and fabrication,2025,49,False
Switzerland,Italy,Chip design and fabrication,2016,96,True
Switzerland,Italy,Chip design and fabrication,2017,88,True
Switzerland,Italy,Chip design and fabrication,2024,95,False
Switzerland,Italy,Chip design and fabrication,2015,77,True
United Kingdom,Italy,Chip design and fabrication,2020,109,True
United Kingdom,Italy,Chip design and fabrication,2018,93,True
United Kingdom,Italy,Chip design and fabrication,2021,104,True
United Kingdom,Italy,Chip design and fabrication,2025,46,False
United Kingdom,Italy,Chip design and fabrication,2016,100,True
United Kingdom,Italy,Chip design and fabrication,2015,79,True
United Kingdom,Italy,Chip design and fabrication,2024,88,False
United Kingdom,Italy,Chip design and fabrication,2022,91,True
United Kingdom,Italy,Chip design and fabrication,2017,77,True
United Kingdom,Italy,Chip design and fabrication,2023,82,True
United Kingdom,Italy,Chip design and fabrication,2019,96,True
United States,Italy,Chip design and fabrication,2022,140,True
United States,Italy,Chip design and fabrication,2023,164,True
United States,Italy,Chip design and fabrication,2017,162,True
United States,Italy,Chip design and fabrication,2021,132,True
United States,Italy,Chip design and fabrication,2018,143,True
United States,Italy,Chip design and fabrication,2025,79,False
United States,Italy,Chip design and fabrication,2020,133,True
United States,Italy,Chip design and fabrication,2015,148,True
United States,Italy,Chip design and fabrication,2016,153,True
United States,Italy,Chip design and fabrication,2019,149,True
United States,Italy,Chip design and fabrication,2024,147,False
Australia,Japan,Chip design and fabrication,2020,40,True
Australia,Japan,Chip design and fabrication,2019,28,True
Australia,Japan,Chip design and fabrication,2018,25,True
Australia,Japan,Chip design and fabrication,2023,35,True
Belgium,Japan,Chip design and fabrication,2022,27,True
Belgium,Japan,Chip design and fabrication,2023,38,True
Belgium,Japan,Chip design and fabrication,2019,44,True
Belgium,Japan,Chip design and fabrication,2016,29,True
Belgium,Japan,Chip design and fabrication,2021,35,True
Belgium,Japan,Chip design and fabrication,2018,48,True
Belgium,Japan,Chip design and fabrication,2017,29,True
Belgium,Japan,Chip design and fabrication,2020,35,True
Belgium,Japan,Chip design and fabrication,2024,39,False
Belgium,Japan,Chip design and fabrication,2015,52,True
Canada,Japan,Chip design and fabrication,2019,29,True
Canada,Japan,Chip design and fabrication,2018,27,True
Canada,Japan,Chip design and fabrication,2020,25,True
Canada,Japan,Chip design and fabrication,2023,27,True
China,Japan,Chip design and fabrication,2022,197,True
China,Japan,Chip design and fabrication,2020,167,True
China,Japan,Chip design and fabrication,2025,153,False
China,Japan,Chip design and fabrication,2018,146,True
China,Japan,Chip design and fabrication,2015,108,True
China,Japan,Chip design and fabrication,2016,128,True
China,Japan,Chip design and fabrication,2024,183,False
China,Japan,Chip design and fabrication,2021,186,True
China,Japan,Chip design and fabrication,2017,117,True
China,Japan,Chip design and fabrication,2019,154,True
China,Japan,Chip design and fabrication,2023,182,True
France,Japan,Chip design and fabrication,2015,40,True
France,Japan,Chip design and fabrication,2022,47,True
France,Japan,Chip design and fabrication,2024,44,False
France,Japan,Chip design and fabrication,2016,44,True
France,Japan,Chip design and fabrication,2025,25,False
France,Japan,Chip design and fabrication,2020,63,True
France,Japan,Chip design and fabrication,2019,52,True
France,Japan,Chip design and fabrication,2017,35,True
France,Japan,Chip design and fabrication,2021,40,True
France,Japan,Chip design and fabrication,2018,55,True
France,Japan,Chip design and fabrication,2023,46,True
Germany,Japan,Chip design and fabrication,2017,51,True
Germany,Japan,Chip design and fabrication,2020,82,True
Germany,Japan,Chip design and fabrication,2018,68,True
Germany,Japan,Chip design and fabrication,2019,67,True
Germany,Japan,Chip design and fabrication,2022,65,True
Germany,Japan,Chip design and fabrication,2016,65,True
Germany,Japan,Chip design and fabrication,2023,63,True
Germany,Japan,Chip design and fabrication,2021,50,True
Germany,Japan,Chip design and fabrication,2025,31,False
Germany,Japan,Chip design and fabrication,2015,63,True
Germany,Japan,Chip design and fabrication,2024,67,False
India,Japan,Chip design and fabrication,2025,26,False
India,Japan,Chip design and fabrication,2020,29,True
India,Japan,Chip design and fabrication,2016,35,True
India,Japan,Chip design and fabrication,2024,44,False
India,Japan,Chip design and fabrication,2022,39,True
India,Japan,Chip design and fabrication,2021,31,True
Italy,Japan,Chip design and fabrication,2020,34,True
Italy,Japan,Chip design and fabrication,2019,26,True
Netherlands,Japan,Chip design and fabrication,2016,27,True
Netherlands,Japan,Chip design and fabrication,2020,27,True
Russia,Japan,Chip design and fabrication,2019,33,True
Singapore,Japan,Chip design and fabrication,2019,28,True
South Korea,Japan,Chip design and fabrication,2016,75,True
South Korea,Japan,Chip design and fabrication,2025,66,False
South Korea,Japan,Chip design and fabrication,2019,107,True
South Korea,Japan,Chip design and fabrication,2023,108,True
South Korea,Japan,Chip design and fabrication,2015,66,True
South Korea,Japan,Chip design and fabrication,2024,103,False
South Korea,Japan,Chip design and fabrication,2020,103,True
South Korea,Japan,Chip design and fabrication,2017,85,True
South Korea,Japan,Chip design and fabrication,2022,108,True
South Korea,Japan,Chip design and fabrication,2021,120,True
South Korea,Japan,Chip design and fabrication,2018,92,True
Switzerland,Japan,Chip design and fabrication,2017,25,True
Switzerland,Japan,Chip design and fabrication,2019,27,True
Taiwan,Japan,Chip design and fabrication,2024,41,False
Taiwan,Japan,Chip design and fabrication,2015,39,True
Taiwan,Japan,Chip design and fabrication,2017,37,True
Taiwan,Japan,Chip design and fabrication,2021,56,True
Taiwan,Japan,Chip design and fabrication,2023,57,True
Taiwan,Japan,Chip design and fabrication,2018,45,True
Taiwan,Japan,Chip design and fabrication,2020,56,True
Taiwan,Japan,Chip design and fabrication,2016,35,True
Taiwan,Japan,Chip design and fabrication,2022,62,True
Taiwan,Japan,Chip design and fabrication,2019,51,True
Taiwan,Japan,Chip design and fabrication,2025,26,False
United Kingdom,Japan,Chip design and fabrication,2016,72,True
United Kingdom,Japan,Chip design and fabrication,2017,56,True
United Kingdom,Japan,Chip design and fabrication,2025,30,False
United Kingdom,Japan,Chip design and fabrication,2021,40,True
United Kingdom,Japan,Chip design and fabrication,2020,85,True
United Kingdom,Japan,Chip design and fabrication,2024,34,False
United Kingdom,Japan,Chip design and fabrication,2019,47,True
United Kingdom,Japan,Chip design and fabrication,2015,38,True
United Kingdom,Japan,Chip design and fabrication,2018,56,True
United Kingdom,Japan,Chip design and fabrication,2023,45,True
United Kingdom,Japan,Chip design and fabrication,2022,52,True
United States,Japan,Chip design and fabrication,2018,251,True
United States,Japan,Chip design and fabrication,2017,224,True
United States,Japan,Chip design and fabrication,2020,227,True
United States,Japan,Chip design and fabrication,2024,196,False
United States,Japan,Chip design and fabrication,2016,232,True
United States,Japan,Chip design and fabrication,2015,236,True
United States,Japan,Chip design and fabrication,2025,90,False
United States,Japan,Chip design and fabrication,2021,204,True
United States,Japan,Chip design and fabrication,2022,191,True
United States,Japan,Chip design and fabrication,2023,211,True
United States,Japan,Chip design and fabrication,2019,225,True
Vietnam,Japan,Chip design and fabrication,2024,30,False
China,Malaysia,Chip design and fabrication,2024,45,False
China,Malaysia,Chip design and fabrication,2023,34,True
India,Malaysia,Chip design and fabrication,2020,25,True
India,Malaysia,Chip design and fabrication,2023,28,True
India,Malaysia,Chip design and fabrication,2021,34,True
India,Malaysia,Chip design and fabrication,2024,25,False
Saudi Arabia,Malaysia,Chip design and fabrication,2025,26,False
United Kingdom,Malaysia,Chip design and fabrication,2023,25,True
United Kingdom,Malaysia,Chip design and fabrication,2018,26,True
United Kingdom,Malaysia,Chip design and fabrication,2016,34,True
United Kingdom,Malaysia,Chip design and fabrication,2015,31,True
United States,Malaysia,Chip design and fabrication,2018,25,True
Spain,Mexico,Chip design and fabrication,2020,25,True
United States,Mexico,Chip design and fabrication,2017,39,True
United States,Mexico,Chip design and fabrication,2019,26,True
United States,Mexico,Chip design and fabrication,2018,25,True
United States,Mexico,Chip design and fabrication,2021,27,True
United States,Mexico,Chip design and fabrication,2020,25,True
France,Morocco,Chip design and fabrication,2020,26,True
France,Morocco,Chip design and fabrication,2019,25,True
Belgium,Netherlands,Chip design and fabrication,2024,45,False
Belgium,Netherlands,Chip design and fabrication,2023,48,True
Belgium,Netherlands,Chip design and fabrication,2021,57,True
Belgium,Netherlands,Chip design and fabrication,2018,62,True
Belgium,Netherlands,Chip design and fabrication,2022,34,True
Belgium,Netherlands,Chip design and fabrication,2017,58,True
Belgium,Netherlands,Chip design and fabrication,2020,63,True
Belgium,Netherlands,Chip design and fabrication,2015,50,True
Belgium,Netherlands,Chip design and fabrication,2019,78,True
Belgium,Netherlands,Chip design and fabrication,2016,34,True
China,Netherlands,Chip design and fabrication,2019,47,True
China,Netherlands,Chip design and fabrication,2020,62,True
China,Netherlands,Chip design and fabrication,2023,108,True
China,Netherlands,Chip design and fabrication,2016,38,True
China,Netherlands,Chip design and fabrication,2022,84,True
China,Netherlands,Chip design and fabrication,2017,29,True
China,Netherlands,Chip design and fabrication,2021,85,True
China,Netherlands,Chip design and fabrication,2018,36,True
China,Netherlands,Chip design and fabrication,2025,49,False
China,Netherlands,Chip design and fabrication,2024,80,False
France,Netherlands,Chip design and fabrication,2015,44,True
France,Netherlands,Chip design and fabrication,2023,50,True
France,Netherlands,Chip design and fabrication,2016,48,True
France,Netherlands,Chip design and fabrication,2021,41,True
France,Netherlands,Chip design and fabrication,2018,46,True
France,Netherlands,Chip design and fabrication,2022,34,True
France,Netherlands,Chip design and fabrication,2024,43,False
France,Netherlands,Chip design and fabrication,2017,38,True
France,Netherlands,Chip design and fabrication,2019,47,True
France,Netherlands,Chip design and fabrication,2020,40,True
Germany,Netherlands,Chip design and fabrication,2020,69,True
Germany,Netherlands,Chip design and fabrication,2023,103,True
Germany,Netherlands,Chip design and fabrication,2024,96,False
Germany,Netherlands,Chip design and fabrication,2017,65,True
Germany,Netherlands,Chip design and fabrication,2019,78,True
Germany,Netherlands,Chip design and fabrication,2015,49,True
Germany,Netherlands,Chip design and fabrication,2016,59,True
Germany,Netherlands,Chip design and fabrication,2025,39,False
Germany,Netherlands,Chip design and fabrication,2022,85,True
Germany,Netherlands,Chip design and fabrication,2018,63,True
Germany,Netherlands,Chip design and fabrication,2021,112,True
Italy,Netherlands,Chip design and fabrication,2018,29,True
Italy,Netherlands,Chip design and fabrication,2023,58,True
Italy,Netherlands,Chip design and fabrication,2022,52,True
Italy,Netherlands,Chip design and fabrication,2021,30,True
Italy,Netherlands,Chip design and fabrication,2024,41,False
Italy,Netherlands,Chip design and fabrication,2016,38,True
Italy,Netherlands,Chip design and fabrication,2019,37,True
Japan,Netherlands,Chip design and fabrication,2016,27,True
Japan,Netherlands,Chip design and fabrication,2020,27,True
Spain,Netherlands,Chip design and fabrication,2021,28,True
Spain,Netherlands,Chip design and fabrication,2022,34,True
Spain,Netherlands,Chip design and fabrication,2020,27,True
Spain,Netherlands,Chip design and fabrication,2023,42,True
Spain,Netherlands,Chip design and fabrication,2024,36,False
Switzerland,Netherlands,Chip design and fabrication,2022,40,True
Switzerland,Netherlands,Chip design and fabrication,2015,30,True
Switzerland,Netherlands,Chip design and fabrication,2016,32,True
Switzerland,Netherlands,Chip design and fabrication,2018,53,True
Switzerland,Netherlands,Chip design and fabrication,2019,37,True
Switzerland,Netherlands,Chip design and fabrication,2023,48,True
Switzerland,Netherlands,Chip design and fabrication,2024,45,False
Switzerland,Netherlands,Chip design and fabrication,2021,45,True
Switzerland,Netherlands,Chip design and fabrication,2020,46,True
Switzerland,Netherlands,Chip design and fabrication,2017,46,True
United Kingdom,Netherlands,Chip design and fabrication,2023,38,True
United Kingdom,Netherlands,Chip design and fabrication,2020,35,True
United Kingdom,Netherlands,Chip design and fabrication,2018,40,True
United Kingdom,Netherlands,Chip design and fabrication,2017,28,True
United Kingdom,Netherlands,Chip design and fabrication,2021,44,True
United Kingdom,Netherlands,Chip design and fabrication,2016,34,True
United Kingdom,Netherlands,Chip design and fabrication,2024,35,False
United Kingdom,Netherlands,Chip design and fabrication,2015,27,True
United Kingdom,Netherlands,Chip design and fabrication,2019,32,True
United Kingdom,Netherlands,Chip design and fabrication,2022,43,True
United States,Netherlands,Chip design and fabrication,2020,84,True
United States,Netherlands,Chip design and fabrication,2021,98,True
United States,Netherlands,Chip design and fabrication,2023,103,True
United States,Netherlands,Chip design and fabrication,2018,100,True
United States,Netherlands,Chip design and fabrication,2019,87,True
United States,Netherlands,Chip design and fabrication,2017,89,True
United States,Netherlands,Chip design and fabrication,2016,71,True
United States,Netherlands,Chip design and fabrication,2015,48,True
United States,Netherlands,Chip design and fabrication,2025,34,False
United States,Netherlands,Chip design and fabrication,2022,68,True
United States,Netherlands,Chip design and fabrication,2024,80,False
United States,Norway,Chip design and fabrication,2024,25,False
China,Pakistan,Chip design and fabrication,2024,39,False
China,Pakistan,Chip design and fabrication,2022,29,True
China,Pakistan,Chip design and fabrication,2019,36,True
China,Pakistan,Chip design and fabrication,2021,26,True
China,Pakistan,Chip design and fabrication,2023,29,True
China,Pakistan,Chip design and fabrication,2020,28,True
Saudi Arabia,Pakistan,Chip design and fabrication,2023,44,True
Saudi Arabia,Pakistan,Chip design and fabrication,2022,34,True
Saudi Arabia,Pakistan,Chip design and fabrication,2024,38,False
Saudi Arabia,Pakistan,Chip design and fabrication,2021,31,True
South Korea,Pakistan,Chip design and fabrication,2023,25,True
South Korea,Pakistan,Chip design and fabrication,2021,30,True
South Korea,Pakistan,Chip design and fabrication,2024,25,False
South Korea,Pakistan,Chip design and fabrication,2020,31,True
South Korea,Pakistan,Chip design and fabrication,2022,29,True
Germany,Poland,Chip design and fabrication,2022,38,True
Germany,Poland,Chip design and fabrication,2018,36,True
Germany,Poland,Chip design and fabrication,2023,27,True
Germany,Poland,Chip design and fabrication,2021,26,True
Germany,Poland,Chip design and fabrication,2015,28,True
Germany,Poland,Chip design and fabrication,2020,43,True
Germany,Poland,Chip design and fabrication,2016,38,True
Germany,Poland,Chip design and fabrication,2019,40,True
Germany,Poland,Chip design and fabrication,2017,29,True
United States,Poland,Chip design and fabrication,2019,26,True
United States,Poland,Chip design and fabrication,2016,34,True
United States,Poland,Chip design and fabrication,2018,25,True
United States,Poland,Chip design and fabrication,2020,27,True
China,Portugal,Chip design and fabrication,2017,40,True
China,Portugal,Chip design and fabrication,2023,26,True
China,Portugal,Chip design and fabrication,2020,49,True
China,Portugal,Chip design and fabrication,2016,32,True
China,Portugal,Chip design and fabrication,2024,25,False
China,Portugal,Chip design and fabrication,2019,31,True
China,Portugal,Chip design and fabrication,2021,45,True
United States,Portugal,Chip design and fabrication,2018,25,True
Canada,Romania,Chip design and fabrication,2016,40,True
Canada,Romania,Chip design and fabrication,2019,46,True
Canada,Romania,Chip design and fabrication,2021,44,True
Canada,Romania,Chip design and fabrication,2020,43,True
Canada,Romania,Chip design and fabrication,2018,42,True
France,Romania,Chip design and fabrication,2016,28,True
Australia,Russia,Chip design and fabrication,2019,29,True
Belarus,Russia,Chip design and fabrication,2019,25,True
China,Russia,Chip design and fabrication,2023,37,True
China,Russia,Chip design and fabrication,2022,39,True
China,Russia,Chip design and fabrication,2019,60,True
China,Russia,Chip design and fabrication,2018,26,True
China,Russia,Chip design and fabrication,2024,34,False
China,Russia,Chip design and fabrication,2020,36,True
France,Russia,Chip design and fabrication,2017,32,True
France,Russia,Chip design and fabrication,2021,31,True
France,Russia,Chip design and fabrication,2019,26,True
France,Russia,Chip design and fabrication,2016,25,True
France,Russia,Chip design and fabrication,2020,27,True
France,Russia,Chip design and fabrication,2018,35,True
Germany,Russia,Chip design and fabrication,2017,54,True
Germany,Russia,Chip design and fabrication,2015,47,True
Germany,Russia,Chip design and fabrication,2018,46,True
Germany,Russia,Chip design and fabrication,2022,33,True
Germany,Russia,Chip design and fabrication,2021,43,True
Germany,Russia,Chip design and fabrication,2019,55,True
Germany,Russia,Chip design and fabrication,2020,69,True
Germany,Russia,Chip design and fabrication,2016,39,True
Japan,Russia,Chip design and fabrication,2019,33,True
United Kingdom,Russia,Chip design and fabrication,2019,35,True
United Kingdom,Russia,Chip design and fabrication,2016,27,True
United Kingdom,Russia,Chip design and fabrication,2020,38,True
United Kingdom,Russia,Chip design and fabrication,2017,32,True
United States,Russia,Chip design and fabrication,2017,51,True
United States,Russia,Chip design and fabrication,2020,46,True
United States,Russia,Chip design and fabrication,2018,37,True
United States,Russia,Chip design and fabrication,2015,44,True
United States,Russia,Chip design and fabrication,2022,26,True
United States,Russia,Chip design and fabrication,2016,51,True
United States,Russia,Chip design and fabrication,2019,49,True
United States,Russia,Chip design and fabrication,2021,29,True
China,Saudi Arabia,Chip design and fabrication,2024,74,False
China,Saudi Arabia,Chip design and fabrication,2025,46,False
China,Saudi Arabia,Chip design and fabrication,2019,38,True
China,Saudi Arabia,Chip design and fabrication,2018,36,True
China,Saudi Arabia,Chip design and fabrication,2021,50,True
China,Saudi Arabia,Chip design and fabrication,2022,63,True
China,Saudi Arabia,Chip design and fabrication,2020,33,True
China,Saudi Arabia,Chip design and fabrication,2023,54,True
Egypt,Saudi Arabia,Chip design and fabrication,2023,37,True
Egypt,Saudi Arabia,Chip design and fabrication,2025,26,False
Egypt,Saudi Arabia,Chip design and fabrication,2024,31,False
Egypt,Saudi Arabia,Chip design and fabrication,2022,31,True
Egypt,Saudi Arabia,Chip design and fabrication,2020,28,True
Egypt,Saudi Arabia,Chip design and fabrication,2021,40,True
India,Saudi Arabia,Chip design and fabrication,2024,69,False
India,Saudi Arabia,Chip design and fabrication,2020,29,True
India,Saudi Arabia,Chip design and fabrication,2023,60,True
India,Saudi Arabia,Chip design and fabrication,2021,47,True
India,Saudi Arabia,Chip design and fabrication,2025,53,False
India,Saudi Arabia,Chip design and fabrication,2022,49,True
Malaysia,Saudi Arabia,Chip design and fabrication,2025,26,False
Pakistan,Saudi Arabia,Chip design and fabrication,2023,44,True
Pakistan,Saudi Arabia,Chip design and fabrication,2022,34,True
Pakistan,Saudi Arabia,Chip design and fabrication,2021,31,True
Pakistan,Saudi Arabia,Chip design and fabrication,2024,38,False
South Korea,Saudi Arabia,Chip design and fabrication,2024,29,False
Tunisia,Saudi Arabia,Chip design and fabrication,2023,35,True
Tunisia,Saudi Arabia,Chip design and fabrication,2022,29,True
Tunisia,Saudi Arabia,Chip design and fabrication,2020,32,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2019,26,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2023,35,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2024,42,False
United Kingdom,Saudi Arabia,Chip design and fabrication,2021,32,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2022,27,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2020,27,True
United Kingdom,Saudi Arabia,Chip design and fabrication,2025,36,False
United States,Saudi Arabia,Chip design and fabrication,2021,64,True
United States,Saudi Arabia,Chip design and fabrication,2023,73,True
United States,Saudi Arabia,Chip design and fabrication,2018,51,True
United States,Saudi Arabia,Chip design and fabrication,2019,61,True
United States,Saudi Arabia,Chip design and fabrication,2017,36,True
United States,Saudi Arabia,Chip design and fabrication,2024,72,False
United States,Saudi Arabia,Chip design and fabrication,2015,40,True
United States,Saudi Arabia,Chip design and fabrication,2016,52,True
United States,Saudi Arabia,Chip design and fabrication,2022,60,True
United States,Saudi Arabia,Chip design and fabrication,2025,43,False
United States,Saudi Arabia,Chip design and fabrication,2020,74,True
China,Singapore,Chip design and fabrication,2024,379,False
China,Singapore,Chip design and fabrication,2020,212,True
China,Singapore,Chip design and fabrication,2022,246,True
China,Singapore,Chip design and fabrication,2025,275,False
China,Singapore,Chip design and fabrication,2016,153,True
China,Singapore,Chip design and fabrication,2021,235,True
China,Singapore,Chip design and fabrication,2019,228,True
China,Singapore,Chip design and fabrication,2018,228,True
China,Singapore,Chip design and fabrication,2017,182,True
China,Singapore,Chip design and fabrication,2015,155,True
China,Singapore,Chip design and fabrication,2023,258,True
France,Singapore,Chip design and fabrication,2021,29,True
France,Singapore,Chip design and fabrication,2023,37,True
France,Singapore,Chip design and fabrication,2024,33,False
France,Singapore,Chip design and fabrication,2020,28,True
France,Singapore,Chip design and fabrication,2019,31,True
France,Singapore,Chip design and fabrication,2022,28,True
France,Singapore,Chip design and fabrication,2017,26,True
Germany,Singapore,Chip design and fabrication,2016,28,True
Germany,Singapore,Chip design and fabrication,2020,29,True
Germany,Singapore,Chip design and fabrication,2018,25,True
Germany,Singapore,Chip design and fabrication,2023,31,True
Germany,Singapore,Chip design and fabrication,2024,32,False
India,Singapore,Chip design and fabrication,2020,35,True
India,Singapore,Chip design and fabrication,2024,41,False
India,Singapore,Chip design and fabrication,2023,38,True
India,Singapore,Chip design and fabrication,2019,38,True
Japan,Singapore,Chip design and fabrication,2019,28,True
South Korea,Singapore,Chip design and fabrication,2024,39,False
South Korea,Singapore,Chip design and fabrication,2023,25,True
South Korea,Singapore,Chip design and fabrication,2025,25,False
South Korea,Singapore,Chip design and fabrication,2019,25,True
United Kingdom,Singapore,Chip design and fabrication,2019,43,True
United Kingdom,Singapore,Chip design and fabrication,2025,41,False
United Kingdom,Singapore,Chip design and fabrication,2022,30,True
United Kingdom,Singapore,Chip design and fabrication,2016,43,True
United Kingdom,Singapore,Chip design and fabrication,2015,25,True
United Kingdom,Singapore,Chip design and fabrication,2021,39,True
United Kingdom,Singapore,Chip design and fabrication,2018,44,True
United Kingdom,Singapore,Chip design and fabrication,2024,38,False
United Kingdom,Singapore,Chip design and fabrication,2023,31,True
United Kingdom,Singapore,Chip design and fabrication,2017,33,True
United Kingdom,Singapore,Chip design and fabrication,2020,30,True
United States,Singapore,Chip design and fabrication,2015,92,True
United States,Singapore,Chip design and fabrication,2017,115,True
United States,Singapore,Chip design and fabrication,2022,104,True
United States,Singapore,Chip design and fabrication,2025,73,False
United States,Singapore,Chip design and fabrication,2018,101,True
United States,Singapore,Chip design and fabrication,2019,119,True
United States,Singapore,Chip design and fabrication,2020,98,True
United States,Singapore,Chip design and fabrication,2021,102,True
United States,Singapore,Chip design and fabrication,2024,94,False
United States,Singapore,Chip design and fabrication,2023,90,True
United States,Singapore,Chip design and fabrication,2016,98,True
China,South Korea,Chip design and fabrication,2025,95,False
China,South Korea,Chip design and fabrication,2017,74,True
China,South Korea,Chip design and fabrication,2020,76,True
China,South Korea,Chip design and fabrication,2022,92,True
China,South Korea,Chip design and fabrication,2021,75,True
China,South Korea,Chip design and fabrication,2019,81,True
China,South Korea,Chip design and fabrication,2015,56,True
China,South Korea,Chip design and fabrication,2024,109,False
China,South Korea,Chip design and fabrication,2023,88,True
China,South Korea,Chip design and fabrication,2016,63,True
China,South Korea,Chip design and fabrication,2018,78,True
France,South Korea,Chip design and fabrication,2020,27,True
Germany,South Korea,Chip design and fabrication,2023,35,True
Germany,South Korea,Chip design and fabrication,2019,41,True
Germany,South Korea,Chip design and fabrication,2024,27,False
Germany,South Korea,Chip design and fabrication,2020,32,True
Germany,South Korea,Chip design and fabrication,2021,32,True
Germany,South Korea,Chip design and fabrication,2016,28,True
Germany,South Korea,Chip design and fabrication,2017,35,True
Germany,South Korea,Chip design and fabrication,2018,25,True
Germany,South Korea,Chip design and fabrication,2022,33,True
India,South Korea,Chip design and fabrication,2024,50,False
India,South Korea,Chip design and fabrication,2020,34,True
India,South Korea,Chip design and fabrication,2025,28,False
India,South Korea,Chip design and fabrication,2021,39,True
India,South Korea,Chip design and fabrication,2023,52,True
India,South Korea,Chip design and fabrication,2019,31,True
India,South Korea,Chip design and fabrication,2022,39,True
Japan,South Korea,Chip design and fabrication,2025,66,False
Japan,South Korea,Chip design and fabrication,2023,108,True
Japan,South Korea,Chip design and fabrication,2022,108,True
Japan,South Korea,Chip design and fabrication,2018,92,True
Japan,South Korea,Chip design and fabrication,2021,120,True
Japan,South Korea,Chip design and fabrication,2017,85,True
Japan,South Korea,Chip design and fabrication,2024,103,False
Japan,South Korea,Chip design and fabrication,2019,107,True
Japan,South Korea,Chip design and fabrication,2015,66,True
Japan,South Korea,Chip design and fabrication,2020,103,True
Japan,South Korea,Chip design and fabrication,2016,75,True
Pakistan,South Korea,Chip design and fabrication,2020,31,True
Pakistan,South Korea,Chip design and fabrication,2023,25,True
Pakistan,South Korea,Chip design and fabrication,2022,29,True
Pakistan,South Korea,Chip design and fabrication,2021,30,True
Pakistan,South Korea,Chip design and fabrication,2024,25,False
Saudi Arabia,South Korea,Chip design and fabrication,2024,29,False
Singapore,South Korea,Chip design and fabrication,2023,25,True
Singapore,South Korea,Chip design and fabrication,2019,25,True
Singapore,South Korea,Chip design and fabrication,2025,25,False
Singapore,South Korea,Chip design and fabrication,2024,39,False
Switzerland,South Korea,Chip design and fabrication,2022,26,True
Switzerland,South Korea,Chip design and fabrication,2023,25,True
United Arab Emirates,South Korea,Chip design and fabrication,2024,27,False
United Kingdom,South Korea,Chip design and fabrication,2017,29,True
United Kingdom,South Korea,Chip design and fabrication,2019,37,True
United Kingdom,South Korea,Chip design and fabrication,2021,27,True
United Kingdom,South Korea,Chip design and fabrication,2023,26,True
United Kingdom,South Korea,Chip design and fabrication,2022,43,True
United Kingdom,South Korea,Chip design and fabrication,2025,32,False
United Kingdom,South Korea,Chip design and fabrication,2020,30,True
United Kingdom,South Korea,Chip design and fabrication,2024,37,False
United States,South Korea,Chip design and fabrication,2022,313,True
United States,South Korea,Chip design and fabrication,2018,288,True
United States,South Korea,Chip design and fabrication,2017,304,True
United States,South Korea,Chip design and fabrication,2025,247,False
United States,South Korea,Chip design and fabrication,2015,308,True
United States,South Korea,Chip design and fabrication,2019,313,True
United States,South Korea,Chip design and fabrication,2021,309,True
United States,South Korea,Chip design and fabrication,2024,365,False
United States,South Korea,Chip design and fabrication,2016,283,True
United States,South Korea,Chip design and fabrication,2023,333,True
United States,South Korea,Chip design and fabrication,2020,299,True
Canada,Spain,Chip design and fabrication,2016,25,True
Canada,Spain,Chip design and fabrication,2023,30,True
Canada,Spain,Chip design and fabrication,2019,26,True
Canada,Spain,Chip design and fabrication,2018,25,True
Canada,Spain,Chip design and fabrication,2024,30,False
Canada,Spain,Chip design and fabrication,2021,31,True
China,Spain,Chip design and fabrication,2023,54,True
China,Spain,Chip design and fabrication,2024,41,False
China,Spain,Chip design and fabrication,2022,40,True
China,Spain,Chip design and fabrication,2019,39,True
China,Spain,Chip design and fabrication,2020,44,True
China,Spain,Chip design and fabrication,2017,34,True
China,Spain,Chip design and fabrication,2021,44,True
China,Spain,Chip design and fabrication,2018,36,True
France,Spain,Chip design and fabrication,2020,83,True
