country,field,year,num_patent_granted,complete
Peru,Business,2023,0,False
Portugal,Business,2015,0,True
New Zealand,Business,2016,0,True
Switzerland,Business,2021,0,False
United Kingdom,Business,2015,9,True
Finland,Business,2015,1,True
Taiwan,Business,2017,12,True
Mexico,Business,2019,17,False
Romania,Business,2015,0,True
Chile,Energy Management,2015,0,True
Peru,Energy Management,2023,0,False
World Intellectual Property Organization (WIPO),Energy Management,2022,2,False
World Intellectual Property Organization (WIPO),Energy Management,2023,0,False
Poland,Energy Management,2022,0,False
Ireland,Energy Management,2018,0,True
Eurasian Patent Organization,Energy Management,2015,0,True
South Korea,Energy Management,2024,0,False
Australia,Energy Management,2016,14,True
Austria,Energy Management,2022,2,False
Mexico,Energy Management,2018,3,True
Mexico,Energy Management,2020,3,False
Romania,Energy Management,2018,0,True
Norway,Energy Management,2023,0,False
Hungary,Energy Management,2018,0,True
Luxembourg,Energy Management,2016,0,True
Luxembourg,Energy Management,2023,9,False
Poland,Industry and Manufacturing,2016,1,True
Japan,Industry and Manufacturing,2022,80,False
India,Industry and Manufacturing,2016,2,True
Belgium,Industry and Manufacturing,2019,0,False
Philippines,Industry and Manufacturing,2018,0,True
Israel,Industry and Manufacturing,2019,0,False
Germany,Industry and Manufacturing,2022,29,False
Lithuania,Industry and Manufacturing,2022,0,False
United Kingdom,Life Sciences,2022,11,False
Australia,Life Sciences,2017,89,True
Malaysia,Life Sciences,2017,6,True
United States,Life Sciences,2019,1647,False
Philippines,Life Sciences,2015,0,True
Ireland,Life Sciences,2023,0,False
Spain,Life Sciences,2021,13,False
Poland,Life Sciences,2022,0,False
Croatia,Personal Devices and Computing,2015,1,True
Italy,Personal Devices and Computing,2021,5,False
Uruguay,Personal Devices and Computing,2020,1,False
Slovakia,Physical Sciences and Engineering,2015,0,True
India,Physical Sciences and Engineering,2019,0,False
Slovenia,Physical Sciences and Engineering,2015,0,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2019,3,False
France,Physical Sciences and Engineering,2018,8,True
Indonesia,Physical Sciences and Engineering,2016,0,True
Italy,Physical Sciences and Engineering,2023,0,False
Canada,Physical Sciences and Engineering,2021,15,False
Australia,Physical Sciences and Engineering,2015,13,True
Lithuania,Physical Sciences and Engineering,2022,0,False
Canada,Security,2021,20,False
Morocco,Security,2021,0,False
United Kingdom,Security,2019,21,False
Colombia,Security,2015,0,True
South Africa,Security,2022,0,False
Taiwan,Security,2020,11,False
India,Security,2016,5,True
India,Security,2020,0,False
European Patent Organization,Telecommunications,2022,59,False
Serbia,Telecommunications,2018,1,True
Sweden,Telecommunications,2015,1,True
Turkey,Telecommunications,2018,2,True
Belgium,Telecommunications,2023,0,False
Germany,Telecommunications,2023,6,False
United States,Telecommunications,2017,2104,True
Russia,Telecommunications,2015,13,True
Bulgaria,Transportation,2017,0,True
Russia,Transportation,2015,17,True
France,Transportation,2015,6,True
Australia,Transportation,2018,39,True
United Kingdom,Transportation,2023,2,False
Japan,Transportation,2018,389,True
Japan,Transportation,2022,59,False
Taiwan,Transportation,2018,14,True
Taiwan,Transportation,2020,5,False
Saudi Arabia,Agriculture,2022,0,False
Ukraine,Agriculture,2021,0,False
Sweden,Agriculture,2016,0,True
Brazil,Agriculture,2020,11,False
Norway,Agriculture,2018,1,True
Lithuania,Agriculture,2020,0,False
Spain,Agriculture,2016,1,True
Spain,Agriculture,2018,7,True
Canada,Agriculture,2015,4,True
Taiwan,Agriculture,2018,1,True
Netherlands,All,2018,10,True
Finland,All,2018,23,True
Finland,All,2021,17,False
Lithuania,All,2018,9,True
Belgium,All,2017,2,True
Greece,Banking and Finance,2019,0,False
Chile,Banking and Finance,2018,0,True
Uruguay,Banking and Finance,2017,0,True
Israel,Banking and Finance,2018,0,True
Norway,Banking and Finance,2022,0,False
Denmark,Business,2015,3,True
Denmark,Business,2016,1,True
Norway,Business,2018,1,True
Norway,Business,2020,0,False
China (mainland),Business,2017,662,True
Israel,Business,2015,2,True
Argentina,Business,2017,1,True
Uruguay,Business,2017,0,True
Finland,Business,2016,0,True
Malaysia,Energy Management,2020,0,False
Eurasian Patent Organization,Energy Management,2017,0,True
South Korea,Energy Management,2018,173,True
European Patent Organization,Energy Management,2018,10,True
Austria,Energy Management,2019,2,False
Germany,Energy Management,2020,19,False
Romania,Energy Management,2021,0,False
Israel,Energy Management,2019,0,False
Taiwan,Energy Management,2017,4,True
Romania,Industry and Manufacturing,2016,0,True
Netherlands,Industry and Manufacturing,2016,0,True
United Kingdom,Industry and Manufacturing,2020,20,False
Israel,Industry and Manufacturing,2020,1,False
Hungary,Industry and Manufacturing,2022,1,False
France,Industry and Manufacturing,2018,8,True
Czechia,Industry and Manufacturing,2020,0,False
United Kingdom,Life Sciences,2023,6,False
Mexico,Life Sciences,2021,12,False
South Africa,Life Sciences,2017,1,True
Ukraine,Life Sciences,2023,0,False
Greece,Life Sciences,2022,4,False
Norway,Life Sciences,2021,1,False
Portugal,Life Sciences,2015,4,True
Cuba,Life Sciences,2020,0,False
India,Life Sciences,2019,0,False
International Bureau of WIPO,Life Sciences,2017,4,True
Denmark,Life Sciences,2019,9,False
World Intellectual Property Organization (WIPO),Life Sciences,2018,6,True
Turkey,Personal Devices and Computing,2018,4,True
Greece,Personal Devices and Computing,2017,5,True
Greece,Personal Devices and Computing,2020,1,False
United Kingdom,Personal Devices and Computing,2020,92,False
Ukraine,Personal Devices and Computing,2019,0,False
Colombia,Personal Devices and Computing,2019,0,False
Germany,Personal Devices and Computing,2023,28,False
Norway,Personal Devices and Computing,2022,0,False
Morocco,Personal Devices and Computing,2022,1,False
Ireland,Personal Devices and Computing,2023,0,False
Poland,Personal Devices and Computing,2019,10,False
Brazil,Personal Devices and Computing,2020,26,False
Denmark,Physical Sciences and Engineering,2015,0,True
Russia,Physical Sciences and Engineering,2019,8,False
Eurasian Patent Organization,Physical Sciences and Engineering,2017,0,True
Italy,Physical Sciences and Engineering,2017,0,True
Peru,Physical Sciences and Engineering,2020,2,False
Malaysia,Physical Sciences and Engineering,2022,1,False
Norway,Physical Sciences and Engineering,2018,0,True
Singapore,Security,2017,9,True
World Intellectual Property Organization (WIPO),Security,2021,5,False
Hungary,Security,2018,0,True
Finland,Security,2020,2,False
New Zealand,Security,2017,1,True
Bulgaria,Security,2018,0,True
Netherlands,Security,2016,0,True
International Bureau of WIPO,Telecommunications,2018,8,True
Finland,Telecommunications,2018,11,True
Denmark,Telecommunications,2016,3,True
World Intellectual Property Organization (WIPO),Telecommunications,2021,13,False
Bulgaria,Telecommunications,2019,0,False
Bulgaria,Telecommunications,2020,0,False
Morocco,Telecommunications,2018,2,True
China (mainland),Telecommunications,2015,219,True
United States,Telecommunications,2021,2044,False
Serbia,Transportation,2017,1,True
Saudi Arabia,Transportation,2021,0,False
Poland,Transportation,2023,0,False
Romania,Transportation,2019,0,False
Romania,Transportation,2023,0,False
Eurasian Patent Organization,Transportation,2015,0,True
United Kingdom,Transportation,2018,35,True
China (mainland),Transportation,2016,271,True
Netherlands,Transportation,2020,1,False
Japan,Transportation,2019,311,False
Germany,Transportation,2016,93,True
Germany,Transportation,2020,101,False
Germany,Transportation,2022,51,False
United States,Transportation,2024,0,False
European Patent Organization,Transportation,2019,56,False
Greece,Transportation,2015,0,True
World Intellectual Property Organization (WIPO),Transportation,2017,1,True
World Intellectual Property Organization (WIPO),Transportation,2020,5,False
Canada,Transportation,2017,49,True
Portugal,Transportation,2017,1,True
Kenya,Agriculture,2016,0,True
United States,Agriculture,2016,56,True
European Patent Organization,Agriculture,2021,8,False
Lithuania,Agriculture,2017,0,True
Belgium,Agriculture,2018,2,True
World Intellectual Property Organization (WIPO),All,2017,12,True
United Kingdom,All,2019,295,False
Switzerland,All,2020,1,False
Peru,All,2016,2,True
Morocco,All,2018,4,True
Austria,All,2018,10,True
China (mainland),All,2015,2562,True
Singapore,All,2021,3,False
Israel,All,2020,14,False
Netherlands,Banking and Finance,2018,0,True
Morocco,Banking and Finance,2018,0,True
Russia,Banking and Finance,2020,5,False
Sweden,Banking and Finance,2017,1,True
Singapore,Banking and Finance,2019,19,False
Spain,Banking and Finance,2016,0,True
France,Banking and Finance,2020,5,False
Lithuania,Banking and Finance,2016,0,True
Ukraine,Banking and Finance,2018,0,True
Israel,Banking and Finance,2016,0,True
Serbia,Banking and Finance,2015,1,True
Norway,Banking and Finance,2019,1,False
Brazil,Business,2018,16,True
Sweden,Business,2017,0,True
Sweden,Business,2019,0,False
Austria,Business,2015,0,True
Turkey,Business,2021,0,False
Germany,Business,2022,17,False
Germany,Business,2023,9,False
New Zealand,Business,2022,1,False
Canada,Business,2018,84,True
Lithuania,Business,2015,1,True
Australia,Business,2019,74,False
Australia,Business,2020,72,False
Poland,Energy Management,2021,1,False
Canada,Energy Management,2020,12,False
Netherlands,Energy Management,2019,0,False
Japan,Energy Management,2024,0,False
Australia,Energy Management,2019,16,False
Germany,Energy Management,2023,7,False
Sweden,Energy Management,2015,0,True
Romania,Energy Management,2017,0,True
Hungary,Energy Management,2015,0,True
Serbia,Energy Management,2020,1,False
Portugal,Industry and Manufacturing,2016,1,True
Slovakia,Industry and Manufacturing,2015,0,True
Slovakia,Industry and Manufacturing,2023,0,False
Netherlands,Industry and Manufacturing,2015,0,True
Netherlands,Industry and Manufacturing,2019,1,False
Spain,Industry and Manufacturing,2023,1,False
Argentina,Industry and Manufacturing,2019,0,False
Belgium,Industry and Manufacturing,2016,1,True
Belgium,Industry and Manufacturing,2020,0,False
Morocco,Industry and Manufacturing,2018,1,True
China (mainland),Industry and Manufacturing,2016,169,True
Greece,Industry and Manufacturing,2016,0,True
South Korea,Industry and Manufacturing,2015,18,True
Mexico,Industry and Manufacturing,2016,5,True
Malaysia,Industry and Manufacturing,2020,0,False
Sweden,Life Sciences,2015,0,True
Ukraine,Life Sciences,2018,0,True
Croatia,Life Sciences,2018,0,True
South Korea,Life Sciences,2022,664,False
New Zealand,Life Sciences,2017,9,True
New Zealand,Life Sciences,2019,7,False
Italy,Life Sciences,2021,5,False
Japan,Life Sciences,2018,486,True
Czechia,Life Sciences,2018,0,True
Greece,Personal Devices and Computing,2015,1,True
Mexico,Personal Devices and Computing,2017,21,True
Russia,Personal Devices and Computing,2018,95,True
Canada,Personal Devices and Computing,2020,189,False
Brazil,Personal Devices and Computing,2018,56,True
Brazil,Personal Devices and Computing,2019,58,False
Eurasian Patent Organization,Physical Sciences and Engineering,2018,2,True
Jordan,Physical Sciences and Engineering,2021,0,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2021,3,False
United Kingdom,Physical Sciences and Engineering,2019,35,False
Ireland,Physical Sciences and Engineering,2018,0,True
Australia,Physical Sciences and Engineering,2018,25,True
Bulgaria,Physical Sciences and Engineering,2021,0,False
Luxembourg,Security,2022,6,False
World Intellectual Property Organization (WIPO),Security,2019,6,False
Morocco,Security,2016,1,True
Norway,Security,2019,0,False
Jordan,Security,2021,1,False
Finland,Security,2021,0,False
South Africa,Security,2020,0,False
India,Security,2021,0,False
Denmark,Security,2017,1,True
Greece,Security,2020,0,False
Serbia,Telecommunications,2015,0,True
Czechia,Telecommunications,2020,0,False
Slovakia,Telecommunications,2015,0,True
Australia,Telecommunications,2018,76,True
Mexico,Telecommunications,2019,21,False
Argentina,Telecommunications,2019,1,False
Portugal,Telecommunications,2016,4,True
Sri Lanka,Transportation,2016,0,True
Poland,Transportation,2018,2,True
United States,Transportation,2018,1504,True
Turkey,Agriculture,2019,0,False
China (mainland),Agriculture,2015,12,True
Portugal,Agriculture,2020,0,False
Malaysia,Agriculture,2016,0,True
Netherlands,Agriculture,2015,1,True
Hungary,Agriculture,2018,1,True
Japan,Agriculture,2021,28,False
Israel,Agriculture,2017,0,True
Austria,Agriculture,2016,0,True
Luxembourg,All,2017,3,True
Brazil,All,2021,40,False
Netherlands,All,2024,5,False
Malaysia,All,2015,16,True
Slovenia,All,2016,3,True
Denmark,All,2019,24,False
Italy,All,2022,6,False
Portugal,All,2019,5,False
France,All,2017,82,True
France,All,2018,154,True
Norway,All,2017,2,True
Malaysia,Banking and Finance,2021,0,False
Portugal,Banking and Finance,2020,0,False
South Korea,Banking and Finance,2018,88,True
Peru,Banking and Finance,2017,0,True
Denmark,Business,2021,1,False
China (mainland),Business,2020,4193,False
Saudi Arabia,Business,2022,0,False
India,Business,2018,30,True
Peru,Business,2019,0,False
World Intellectual Property Organization (WIPO),Business,2022,3,False
Netherlands,Business,2015,0,True
Germany,Business,2015,8,True
Switzerland,Business,2017,0,True
Peru,Energy Management,2020,1,False
Lithuania,Energy Management,2015,0,True
World Intellectual Property Organization (WIPO),Energy Management,2016,0,True
Russia,Energy Management,2016,2,True
Japan,Energy Management,2019,108,False
Japan,Energy Management,2022,44,False
China (mainland),Energy Management,2021,2610,False
France,Energy Management,2016,3,True
United Kingdom,Energy Management,2016,1,True
United Kingdom,Energy Management,2017,6,True
United Kingdom,Energy Management,2023,1,False
Hungary,Energy Management,2019,2,False
Morocco,Energy Management,2016,0,True
Switzerland,Industry and Manufacturing,2018,1,True
Belgium,Industry and Manufacturing,2017,0,True
Philippines,Industry and Manufacturing,2015,1,True
Ireland,Industry and Manufacturing,2018,0,True
United States,Industry and Manufacturing,2017,307,True
Australia,Industry and Manufacturing,2018,24,True
Greece,Industry and Manufacturing,2015,1,True
Luxembourg,Industry and Manufacturing,2024,0,False
Norway,Industry and Manufacturing,2023,0,False
Malaysia,Life Sciences,2016,1,True
Luxembourg,Life Sciences,2017,0,True
European Patent Organization,Life Sciences,2017,67,True
Argentina,Life Sciences,2022,0,False
Norway,Life Sciences,2017,0,True
Italy,Life Sciences,2015,1,True
Brazil,Life Sciences,2016,22,True
Hungary,Life Sciences,2015,6,True
France,Personal Devices and Computing,2020,66,False
Latvia,Personal Devices and Computing,2020,0,False
Germany,Personal Devices and Computing,2022,64,False
Slovenia,Personal Devices and Computing,2018,3,True
Poland,Personal Devices and Computing,2023,0,False
Canada,Personal Devices and Computing,2021,84,False
Australia,Personal Devices and Computing,2020,259,False
Portugal,Personal Devices and Computing,2016,2,True
Denmark,Physical Sciences and Engineering,2021,1,False
Mexico,Physical Sciences and Engineering,2018,10,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2022,3,False
Hungary,Physical Sciences and Engineering,2022,0,False
Finland,Physical Sciences and Engineering,2021,2,False
Romania,Physical Sciences and Engineering,2022,1,False
Austria,Physical Sciences and Engineering,2016,0,True
Bulgaria,Physical Sciences and Engineering,2022,0,False
Mexico,Security,2015,0,True
European Patent Organization,Security,2023,0,False
Norway,Security,2023,0,False
France,Security,2015,2,True
New Zealand,Security,2016,0,True
Germany,Security,2016,11,True
Germany,Security,2019,15,False
Austria,Telecommunications,2019,0,False
Italy,Telecommunications,2022,0,False
Spain,Telecommunications,2017,13,True
Canada,Telecommunications,2017,80,True
Poland,Transportation,2016,4,True
Indonesia,Transportation,2016,0,True
Denmark,Transportation,2022,0,False
Germany,Transportation,2024,3,False
Canada,Transportation,2020,30,False
Canada,Transportation,2022,1,False
Denmark,Agriculture,2017,0,True
Denmark,Agriculture,2021,0,False
Czechia,Agriculture,2021,1,False
Portugal,Agriculture,2022,0,False
Brazil,Agriculture,2022,1,False
Russia,Agriculture,2019,2,False
Bulgaria,Agriculture,2019,0,False
Luxembourg,Agriculture,2021,1,False
Cuba,Agriculture,2020,0,False
Israel,Agriculture,2020,1,False
Taiwan,Agriculture,2019,7,False
United Kingdom,All,2017,198,True
United Kingdom,All,2024,3,False
Australia,All,2021,1060,False
Belgium,Banking and Finance,2018,0,True
Mexico,Banking and Finance,2016,2,True
Spain,Banking and Finance,2015,4,True
Spain,Banking and Finance,2020,2,False
Japan,Banking and Finance,2019,88,False
Poland,Banking and Finance,2023,0,False
South Africa,Business,2020,1,False
Luxembourg,Business,2024,2,False
Iran,Business,2018,0,True
Germany,Business,2021,10,False
Ukraine,Business,2017,0,True
Romania,Business,2022,0,False
Canada,Business,2015,32,True
United States,Business,2017,1141,True
Malaysia,Energy Management,2021,0,False
Netherlands,Energy Management,2024,0,False
South Korea,Energy Management,2016,56,True
South Korea,Energy Management,2017,100,True
Ukraine,Energy Management,2023,0,False
Argentina,Energy Management,2020,0,False
United States,Energy Management,2023,4,False
Austria,Energy Management,2021,2,False
Germany,Energy Management,2018,13,True
France,Energy Management,2018,5,True
Poland,Industry and Manufacturing,2021,5,False
Brazil,Industry and Manufacturing,2020,13,False
Ireland,Industry and Manufacturing,2022,0,False
Hungary,Industry and Manufacturing,2019,0,False
European Patent Organization,Industry and Manufacturing,2022,13,False
South Africa,Industry and Manufacturing,2020,0,False
Luxembourg,Industry and Manufacturing,2020,3,False
Austria,Industry and Manufacturing,2023,0,False
Czechia,Industry and Manufacturing,2018,0,True
Czechia,Industry and Manufacturing,2019,0,False
Peru,Industry and Manufacturing,2023,0,False
Denmark,Industry and Manufacturing,2021,1,False
Morocco,Life Sciences,2018,1,True
United Kingdom,Life Sciences,2019,39,False
European Patent Organization,Life Sciences,2019,112,False
United States,Life Sciences,2015,503,True
Singapore,Life Sciences,2016,7,True
Iran,Life Sciences,2018,0,True
South Korea,Personal Devices and Computing,2022,980,False
France,Personal Devices and Computing,2015,10,True
Netherlands,Personal Devices and Computing,2024,1,False
Germany,Personal Devices and Computing,2018,165,True
Australia,Personal Devices and Computing,2018,183,True
Hungary,Personal Devices and Computing,2022,3,False
Denmark,Personal Devices and Computing,2019,11,False
Denmark,Personal Devices and Computing,2021,0,False
Belgium,Personal Devices and Computing,2022,1,False
Croatia,Physical Sciences and Engineering,2019,0,False
China (mainland),Physical Sciences and Engineering,2016,129,True
Ukraine,Physical Sciences and Engineering,2015,0,True
European Patent Organization,Physical Sciences and Engineering,2017,4,True
European Patent Organization,Physical Sciences and Engineering,2019,18,False
European Patent Organization,Physical Sciences and Engineering,2022,5,False
Japan,Physical Sciences and Engineering,2016,34,True
South Africa,Physical Sciences and Engineering,2017,1,True
Czechia,Physical Sciences and Engineering,2018,0,True
New Zealand,Physical Sciences and Engineering,2015,1,True
Latvia,Security,2020,0,False
South Korea,Security,2022,278,False
Israel,Security,2022,0,False
Austria,Security,2021,0,False
Netherlands,Security,2018,1,True
Italy,Security,2015,0,True
International Bureau of WIPO,Telecommunications,2015,1,True
Finland,Telecommunications,2019,8,False
Estonia,Telecommunications,2022,0,False
Cuba,Telecommunications,2020,1,False
South Korea,Telecommunications,2020,1076,False
Bulgaria,Telecommunications,2021,0,False
Luxembourg,Telecommunications,2016,0,True
Luxembourg,Telecommunications,2017,0,True
Luxembourg,Telecommunications,2020,1,False
Uruguay,Telecommunications,2020,0,False
Argentina,Transportation,2019,1,False
South Korea,Transportation,2022,216,False
India,Transportation,2017,11,True
Finland,Transportation,2023,0,False
Netherlands,Transportation,2019,1,False
Norway,Transportation,2020,1,False
South Africa,Transportation,2018,0,True
Denmark,Transportation,2016,3,True
Taiwan,Transportation,2016,5,True
Slovakia,Transportation,2023,0,False
New Zealand,Agriculture,2016,1,True
Poland,Agriculture,2023,0,False
Colombia,Agriculture,2019,0,False
Greece,Agriculture,2018,0,True
Costa Rica,Agriculture,2020,0,False
Bulgaria,Agriculture,2020,0,False
Romania,Agriculture,2015,0,True
Netherlands,Agriculture,2018,0,True
Peru,Agriculture,2019,0,False
Germany,Agriculture,2016,0,True
World Intellectual Property Organization (WIPO),All,2016,3,True
Jordan,All,2021,2,False
Mexico,All,2017,52,True
Romania,All,2016,1,True
Bulgaria,All,2021,3,False
European Patent Organization,All,2016,87,True
Russia,All,2019,165,False
Germany,All,2021,338,False
Eurasian Patent Organization,All,2015,2,True
Singapore,All,2015,25,True
Philippines,All,2019,12,False
Malaysia,Banking and Finance,2022,0,False
San Marino,Banking and Finance,2015,0,True
Germany,Banking and Finance,2019,14,False
Spain,Banking and Finance,2019,3,False
France,Banking and Finance,2017,3,True
South Africa,Banking and Finance,2018,0,True
United Kingdom,Banking and Finance,2018,14,True
Saudi Arabia,Banking and Finance,2021,0,False
International Bureau of WIPO,Banking and Finance,2017,0,True
Japan,Banking and Finance,2020,67,False
Poland,Banking and Finance,2022,0,False
Slovakia,Banking and Finance,2015,0,True
Luxembourg,Business,2023,16,False
China (mainland),Business,2018,1346,True
Israel,Business,2019,1,False
Israel,Business,2022,0,False
Belgium,Business,2016,0,True
Morocco,Business,2022,2,False
Portugal,Business,2021,0,False
Spain,Business,2020,5,False
Spain,Business,2021,4,False
Belgium,Energy Management,2019,0,False
Singapore,Energy Management,2019,1,False
Netherlands,Energy Management,2023,0,False
Czechia,Energy Management,2022,0,False
Switzerland,Energy Management,2018,0,True
Japan,Energy Management,2018,109,True
Uruguay,Energy Management,2017,0,True
Norway,Energy Management,2016,0,True
Luxembourg,Energy Management,2022,2,False
Bulgaria,Industry and Manufacturing,2020,0,False
Netherlands,Industry and Manufacturing,2021,5,False
Serbia,Industry and Manufacturing,2017,1,True
Germany,Industry and Manufacturing,2015,10,True
Germany,Industry and Manufacturing,2023,3,False
South Africa,Industry and Manufacturing,2024,0,False
Russia,Industry and Manufacturing,2020,7,False
China (mainland),Industry and Manufacturing,2015,71,True
China (mainland),Industry and Manufacturing,2023,3255,False
France,Industry and Manufacturing,2022,4,False
Greece,Industry and Manufacturing,2019,0,False
Uruguay,Industry and Manufacturing,2017,1,True
Austria,Industry and Manufacturing,2020,2,False
United Kingdom,Life Sciences,2017,34,True
Israel,Life Sciences,2018,0,True
Turkey,Life Sciences,2021,0,False
Portugal,Life Sciences,2019,1,False
Hungary,Life Sciences,2016,0,True
Netherlands,Personal Devices and Computing,2015,3,True
Netherlands,Personal Devices and Computing,2018,3,True
Germany,Personal Devices and Computing,2024,10,False
Norway,Personal Devices and Computing,2019,3,False
Morocco,Personal Devices and Computing,2019,3,False
Slovenia,Personal Devices and Computing,2015,2,True
Hungary,Personal Devices and Computing,2017,2,True
Serbia,Physical Sciences and Engineering,2020,0,False
France,Physical Sciences and Engineering,2017,4,True
International Bureau of WIPO,Physical Sciences and Engineering,2017,1,True
United Kingdom,Physical Sciences and Engineering,2018,29,True
Italy,Physical Sciences and Engineering,2021,5,False
San Marino,Physical Sciences and Engineering,2018,0,True
Sweden,Physical Sciences and Engineering,2017,2,True
Morocco,Physical Sciences and Engineering,2017,0,True
Turkey,Physical Sciences and Engineering,2016,0,True
United States,Physical Sciences and Engineering,2019,365,False
Luxembourg,Physical Sciences and Engineering,2021,2,False
Spain,Security,2024,0,False
Sweden,Security,2020,2,False
Morocco,Security,2019,2,False
Estonia,Security,2022,0,False
Australia,Security,2021,106,False
Israel,Security,2015,2,True
Lithuania,Security,2022,0,False
Costa Rica,Security,2020,0,False
Turkey,Security,2019,0,False
Finland,Telecommunications,2017,7,True
Israel,Telecommunications,2017,5,True
Malaysia,Telecommunications,2015,3,True
New Zealand,Telecommunications,2015,3,True
United States,Telecommunications,2023,111,False
Ukraine,Telecommunications,2015,0,True
Sweden,Transportation,2018,5,True
Costa Rica,Transportation,2020,0,False
United Kingdom,Transportation,2024,0,False
Morocco,Transportation,2020,0,False
China (mainland),Transportation,2015,104,True
European Patent Organization,Transportation,2021,46,False
Denmark,Agriculture,2020,1,False
France,Agriculture,2016,0,True
Philippines,Agriculture,2021,0,False
Czechia,Agriculture,2017,0,True
Czechia,Agriculture,2023,0,False
Italy,Agriculture,2023,0,False
Mexico,Agriculture,2018,7,True
United States,Agriculture,2021,58,False
Ireland,Agriculture,2018,0,True
Spain,Agriculture,2017,5,True
Switzerland,Agriculture,2021,0,False
Slovenia,Agriculture,2015,0,True
Taiwan,Agriculture,2024,0,False
Netherlands,All,2020,19,False
South Africa,All,2024,1,False
Greece,All,2016,3,True
Greece,All,2019,3,False
Australia,All,2018,400,True
Belgium,All,2023,1,False
South Korea,All,2022,4496,False
Hungary,Banking and Finance,2020,2,False
Ireland,Banking and Finance,2016,0,True
Switzerland,Banking and Finance,2021,0,False
India,Banking and Finance,2016,1,True
South Korea,Banking and Finance,2020,195,False
South Africa,Banking and Finance,2017,1,True
Lithuania,Banking and Finance,2018,0,True
Czechia,Banking and Finance,2023,0,False
Luxembourg,Banking and Finance,2023,1,False
South Korea,Business,2017,205,True
Greece,Business,2017,1,True
Ireland,Business,2023,0,False
Peru,Business,2016,0,True
Belgium,Business,2020,0,False
Netherlands,Business,2016,0,True
Cuba,Business,2020,0,False
World Intellectual Property Organization (WIPO),Energy Management,2021,1,False
Malaysia,Energy Management,2019,1,False
Czechia,Energy Management,2021,0,False
China (mainland),Energy Management,2017,380,True
Sweden,Energy Management,2022,4,False
Brazil,Energy Management,2022,0,False
Spain,Energy Management,2022,1,False
Slovenia,Energy Management,2018,1,True
Croatia,Energy Management,2019,0,False
Greece,Energy Management,2019,1,False
Taiwan,Energy Management,2015,2,True
Netherlands,Industry and Manufacturing,2017,0,True
Philippines,Industry and Manufacturing,2021,0,False
Taiwan,Industry and Manufacturing,2020,26,False
Hungary,Industry and Manufacturing,2021,2,False
Lithuania,Industry and Manufacturing,2016,1,True
Eurasian Patent Organization,Industry and Manufacturing,2016,0,True
Russia,Industry and Manufacturing,2016,3,True
Slovenia,Industry and Manufacturing,2016,0,True
Austria,Industry and Manufacturing,2018,0,True
Peru,Industry and Manufacturing,2018,0,True
Israel,Life Sciences,2016,0,True
Greece,Life Sciences,2019,0,False
Portugal,Life Sciences,2017,3,True
Poland,Life Sciences,2015,4,True
International Bureau of WIPO,Life Sciences,2016,2,True
Czechia,Life Sciences,2023,0,False
Mexico,Personal Devices and Computing,2016,14,True
Philippines,Personal Devices and Computing,2017,1,True
Norway,Personal Devices and Computing,2018,1,True
Luxembourg,Personal Devices and Computing,2016,1,True
Spain,Personal Devices and Computing,2018,39,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2023,1,False
Estonia,Physical Sciences and Engineering,2022,0,False
Russia,Physical Sciences and Engineering,2020,18,False
Israel,Physical Sciences and Engineering,2017,0,True
Belgium,Physical Sciences and Engineering,2020,2,False
Hungary,Physical Sciences and Engineering,2017,1,True
France,Physical Sciences and Engineering,2022,5,False
United Kingdom,Physical Sciences and Engineering,2016,6,True
Romania,Physical Sciences and Engineering,2019,0,False
Germany,Physical Sciences and Engineering,2024,1,False
Iran,Physical Sciences and Engineering,2018,0,True
Mexico,Security,2020,2,False
Hungary,Security,2020,1,False
South Africa,Security,2023,0,False
Brazil,Security,2015,1,True
South Korea,Security,2015,12,True
South Korea,Security,2017,110,True
Greece,Security,2022,1,False
Czechia,Security,2018,0,True
Japan,Security,2022,35,False
European Patent Organization,Telecommunications,2015,12,True
Italy,Telecommunications,2023,0,False
Japan,Telecommunications,2018,404,True
Italy,Transportation,2022,1,False
Ukraine,Transportation,2019,0,False
Australia,Transportation,2022,4,False
Portugal,Transportation,2018,2,True
Saudi Arabia,Agriculture,2021,0,False
New Zealand,Agriculture,2020,0,False
Bulgaria,Agriculture,2017,0,True
Italy,Agriculture,2021,2,False
Uruguay,Agriculture,2020,1,False
Romania,All,2018,1,True
Spain,All,2018,104,True
Switzerland,All,2018,2,True
South Africa,All,2016,2,True
Belgium,All,2020,6,False
Portugal,All,2017,7,True
Singapore,All,2016,42,True
Philippines,All,2016,2,True
Russia,Banking and Finance,2021,0,False
Bulgaria,Banking and Finance,2022,0,False
Brazil,Banking and Finance,2022,0,False
South Africa,Business,2018,1,True
South Korea,Business,2021,858,False
South Korea,Business,2022,700,False
China (mainland),Business,2021,4951,False
Philippines,Business,2019,4,False
India,Business,2017,31,True
Slovenia,Business,2018,0,True
Finland,Business,2019,4,False
Mexico,Business,2016,11,True
Malaysia,Business,2015,2,True
Eurasian Patent Organization,Business,2017,0,True
United States,Business,2024,1,False
Colombia,Energy Management,2015,0,True
Russia,Energy Management,2015,2,True
New Zealand,Energy Management,2020,0,False
