country,field,year,num_articles,complete
Jamaica,Natural Language Processing,2016,2,True
Kyrgyzstan,Natural Language Processing,2022,4,True
Armenia,Natural Language Processing,2017,6,True
Oman,Natural Language Processing,2018,4,True
Nigeria,Natural Language Processing,2016,17,True
El Salvador,Natural Language Processing,2019,1,True
Uzbekistan,Natural Language Processing,2024,100,False
Zambia,Natural Language Processing,2025,1,False
Tanzania,Natural Language Processing,2024,8,False
Sudan,Natural Language Processing,2022,5,True
Côte d'Ivoire,Natural Language Processing,2020,1,True
Libya,Natural Language Processing,2022,7,True
OECD,Natural Language Processing,2019,11982,True
Singapore,Natural Language Processing,2019,230,True
United Arab Emirates,Natural Language Processing,2017,63,True
Greece,Natural Language Processing,2023,170,True
Georgia,Natural Language Processing,2017,1,True
Georgia,Natural Language Processing,2019,2,True
Estonia,Natural Language Processing,2016,13,True
Estonia,Natural Language Processing,2021,32,True
Lebanon,Natural Language Processing,2021,19,True
Algeria,Natural Language Processing,2019,58,True
India,Natural Language Processing,2016,1058,True
Kazakhstan,Natural Language Processing,2023,59,True
Burkina Faso,Natural Language Processing,2019,1,True
Vietnam,Natural Language Processing,2023,232,True
Thailand,Natural Language Processing,2018,88,True
Ukraine,Natural Language Processing,2015,23,True
Cameroon,Robotics,2025,1,False
Papua New Guinea,Robotics,2015,1,True
United Kingdom,Robotics,2015,1109,True
Russia,Robotics,2018,724,True
Netherlands,Robotics,2018,452,True
Bhutan,Robotics,2019,1,True
Azerbaijan,Robotics,2018,3,True
Croatia,Robotics,2021,98,True
Georgia,Robotics,2018,1,True
Chad,Robotics,2015,1,True
Oceania,Robotics,2021,958,True
Finland,Robotics,2021,200,True
South Korea,Robotics,2022,1454,True
EU,Robotics,2022,9569,True
EU,Robotics,2024,9391,False
Tunisia,Robotics,2016,76,True
United Arab Emirates,Robotics,2015,69,True
United Arab Emirates,Robotics,2023,284,True
North Macedonia,Robotics,2023,7,True
Maldives,Robotics,2019,1,True
Bulgaria,Robotics,2017,29,True
Brazil,Robotics,2017,431,True
Oman,Robotics,2017,5,True
Italy,Robotics,2017,1355,True
Botswana,Robotics,2024,2,False
Taiwan,Robotics,2025,291,False
Algeria,Robotics,2019,101,True
Liechtenstein,AI Safety,2022,5,True
Nigeria,AI Safety,2025,19,False
Norway,AI Safety,2019,17,True
New Zealand,AI Safety,2024,29,False
Finland,AI Safety,2018,12,True
Tajikistan,AI Safety,2024,1,False
Malta,AI Safety,2019,2,True
United Kingdom,AI Safety,2024,603,False
Brazil,AI Safety,2025,55,False
Germany,AI Safety,2020,517,True
OECD,AI Safety,2021,4860,True
OECD,AI Safety,2022,3848,True
NATO,AI Safety,2025,2958,False
Quad,AI Safety,2025,2474,False
Turkey,AI Safety,2022,33,True
Belgium,AI Safety,2019,35,True
Chile,AI Safety,2024,22,False
North America and the Caribbean,AI Safety,2022,2041,True
Asia,AI Safety,2021,1805,True
Taiwan,AI Safety,2017,8,True
South and Central America,AI Safety,2015,35,True
Azerbaijan,AI Safety,2022,1,True
Pakistan,AI Safety,2018,10,True
Colombia,AI Safety,2018,5,True
Iran,AI Safety,2017,4,True
Morocco,AI Safety,2017,5,True
Five Eyes,AI Safety,2016,811,True
Sweden,AI Safety,2022,79,True
Africa,AI Safety,2023,126,True
North America and the Caribbean,All,2021,59053,True
Dominica,All,2017,1,True
United Kingdom,All,2019,10858,True
Five Eyes,All,2019,58354,True
Poland,All,2017,1896,True
ASEAN,All,2016,5549,True
Angola,All,2018,1,True
South and Central America,All,2023,6104,True
Bhutan,All,2017,3,True
Bhutan,All,2025,5,False
Cyprus,All,2017,164,True
Kenya,All,2016,35,True
Burundi,All,2024,1,False
Sweden,All,2015,929,True
Mauritania,All,2022,4,True
Nepal,All,2024,179,False
New Zealand,All,2017,546,True
Jamaica,All,2022,8,True
Armenia,All,2025,39,False
Montenegro,All,2016,13,True
Estonia,All,2017,96,True
Albania,All,2020,17,True
Mongolia,All,2017,12,True
Kyrgyzstan,All,2015,1,True
Belarus,All,2016,76,True
Togo,All,2021,5,True
Europe,All,2023,81868,True
Europe,All,2024,76910,False
Namibia,All,2023,26,True
United States,All,2024,49908,False
Austria,All,2023,1984,True
Israel,All,2017,923,True
Taiwan,Computer Vision,2017,605,True
Latvia,Computer Vision,2023,27,True
Cyprus,Computer Vision,2020,71,True
Lithuania,Computer Vision,2016,22,True
Ecuador,Computer Vision,2015,27,True
North Macedonia,Computer Vision,2020,10,True
United States,Computer Vision,2020,11013,True
Philippines,Computer Vision,2018,128,True
Philippines,Computer Vision,2024,438,False
Ethiopia,Computer Vision,2019,24,True
Europe,Computer Vision,2018,11784,True
Thailand,Computer Vision,2016,190,True
Russia,Computer Vision,2018,664,True
France,Computer Vision,2025,747,False
EU,Computer Vision,2015,7029,True
Tunisia,Computer Vision,2025,147,False
Mongolia,Computer Vision,2017,1,True
Cuba,Computer Vision,2015,13,True
Saint Lucia,Computer Vision,2025,13,False
Colombia,Computer Vision,2021,226,True
Mexico,Computer Vision,2025,172,False
Mauritius,Computer Vision,2016,1,True
United Kingdom,Computer Vision,2022,3595,True
Netherlands,Computer Vision,2018,498,True
Uganda,Computer Vision,2019,7,True
China (mainland),Computer Vision,2017,11803,True
Portugal,Computer Vision,2015,236,True
Portugal,Computer Vision,2020,287,True
Czechia,Large language models,2023,78,True
Cyprus,Large language models,2021,3,True
Cyprus,Large language models,2025,11,False
Benin,Large language models,2024,1,False
Uganda,Large language models,2021,1,True
Belgium,Large language models,2016,5,True
Qatar,Large language models,2016,4,True
Portugal,Large language models,2016,2,True
Liechtenstein,Large language models,2022,1,True
United Arab Emirates,Large language models,2022,62,True
Australia,Large language models,2021,370,True
Chile,Large language models,2025,26,False
Argentina,Large language models,2022,5,True
Colombia,Large language models,2018,2,True
Colombia,Large language models,2025,24,False
Netherlands,Large language models,2020,144,True
Philippines,Large language models,2019,2,True
NATO,Large language models,2024,9827,False
Italy,Large language models,2019,54,True
Malaysia,Large language models,2017,1,True
Senegal,Natural Language Processing,2023,8,True
Mozambique,Natural Language Processing,2016,1,True
Peru,Natural Language Processing,2020,25,True
Kosovo,Natural Language Processing,2020,1,True
North Korea,Natural Language Processing,2023,1,True
Romania,Natural Language Processing,2018,95,True
Cyprus,Natural Language Processing,2025,10,False
Croatia,Natural Language Processing,2015,36,True
NATO,Natural Language Processing,2025,4988,False
Cuba,Natural Language Processing,2024,1,False
Denmark,Natural Language Processing,2024,257,False
Lithuania,Natural Language Processing,2018,17,True
Singapore,Natural Language Processing,2023,541,True
Europe,Natural Language Processing,2018,5996,True
Asia,Natural Language Processing,2020,11308,True
Lebanon,Natural Language Processing,2017,22,True
Slovenia,Natural Language Processing,2021,71,True
Argentina,Natural Language Processing,2015,38,True
Chile,Natural Language Processing,2021,56,True
Iran,Natural Language Processing,2022,161,True
India,Natural Language Processing,2015,762,True
Portugal,Natural Language Processing,2019,136,True
Burkina Faso,Natural Language Processing,2020,2,True
Netherlands,Natural Language Processing,2019,503,True
Netherlands,Natural Language Processing,2021,594,True
Dominican Republic,Natural Language Processing,2019,1,True
Myanmar,Natural Language Processing,2017,16,True
Vietnam,Natural Language Processing,2022,199,True
Czechia,Robotics,2015,124,True
Cuba,Robotics,2015,4,True
Costa Rica,Robotics,2016,3,True
France,Robotics,2017,1150,True
NATO,Robotics,2015,12302,True
Canada,Robotics,2016,805,True
Russia,Robotics,2022,948,True
Spain,Robotics,2025,466,False
Kenya,Robotics,2021,7,True
Gambia,Robotics,2023,1,True
Moldova,Robotics,2024,1,False
Armenia,Robotics,2022,6,True
Armenia,Robotics,2023,9,True
Ghana,Robotics,2020,4,True
United States,Robotics,2015,4902,True
Denmark,Robotics,2015,160,True
Denmark,Robotics,2021,354,True
Quad,Robotics,2020,13099,True
Peru,Robotics,2016,23,True
Trinidad and Tobago,Robotics,2025,1,False
Sri Lanka,Robotics,2019,50,True
Greece,Robotics,2025,154,False
Indonesia,Robotics,2016,183,True
Indonesia,Robotics,2021,488,True
Côte d'Ivoire,Robotics,2019,1,True
Ethiopia,Robotics,2019,6,True
Ethiopia,Robotics,2023,27,True
Bulgaria,Robotics,2019,76,True
Poland,Robotics,2020,330,True
Qatar,Robotics,2017,28,True
Qatar,Robotics,2022,42,True
OECD,Robotics,2018,20938,True
Venezuela,Robotics,2019,11,True
Thailand,AI Safety,2021,4,True
Switzerland,AI Safety,2022,93,True
Slovakia,AI Safety,2017,1,True
Botswana,AI Safety,2024,2,False
Qatar,AI Safety,2017,4,True
Qatar,AI Safety,2022,15,True
Cape Verde,AI Safety,2024,1,False
NATO,AI Safety,2024,5066,False
Turkey,AI Safety,2016,9,True
Turkey,AI Safety,2019,20,True
United Arab Emirates,AI Safety,2020,24,True
Russia,AI Safety,2023,19,True
Asia,AI Safety,2018,647,True
Mexico,AI Safety,2015,4,True
Italy,AI Safety,2025,170,False
Sweden,AI Safety,2020,91,True
Libya,AI Safety,2024,1,False
Zambia,AI Safety,2024,3,False
Somalia,All,2022,4,True
North America and the Caribbean,All,2019,45988,True
United Kingdom,All,2022,13650,True
Liechtenstein,All,2019,6,True
Denmark,All,2021,1763,True
Liberia,All,2023,3,True
Romania,All,2023,1324,True
Saudi Arabia,All,2017,772,True
Malawi,All,2018,1,True
Laos,All,2019,3,True
Afghanistan,All,2015,1,True
Colombia,All,2020,779,True
North Korea,All,2019,7,True
Bahrain,All,2018,34,True
Bahrain,All,2023,194,True
Libya,All,2021,80,True
Slovenia,All,2025,227,False
Argentina,All,2022,233,True
North Macedonia,All,2025,70,False
Dominican Republic,All,2025,15,False
Belgium,All,2021,1821,True
Iraq,All,2021,1446,True
Global Partnership on Artificial Intelligence,All,2024,184200,False
Ecuador,All,2022,291,True
Azerbaijan,All,2020,51,True
Azerbaijan,All,2025,84,False
Bahamas,All,2024,2,False
Sri Lanka,All,2019,289,True
Venezuela,All,2016,50,True
Venezuela,All,2022,45,True
Botswana,All,2020,16,True
Chad,All,2021,3,True
Namibia,All,2016,7,True
Bosnia and Herzegovina,All,2017,84,True
Syria,All,2017,10,True
San Marino,All,2020,2,True
Tunisia,All,2025,414,False
Yemen,All,2016,39,True
Yemen,All,2017,30,True
Trinidad and Tobago,All,2015,3,True
Peru,All,2021,357,True
Guyana,All,2017,2,True
Algeria,All,2017,505,True
Jordan,All,2023,1045,True
Tanzania,Computer Vision,2020,12,True
Cyprus,Computer Vision,2016,40,True
Lithuania,Computer Vision,2019,29,True
Lithuania,Computer Vision,2021,66,True
Argentina,Computer Vision,2020,81,True
Singapore,Computer Vision,2022,1080,True
Bangladesh,Computer Vision,2016,123,True
Myanmar,Computer Vision,2023,23,True
Czechia,Computer Vision,2021,256,True
Rwanda,Computer Vision,2023,30,True
Bahrain,Computer Vision,2017,4,True
Bahrain,Computer Vision,2018,7,True
Russia,Computer Vision,2015,290,True
Congo,Computer Vision,2019,1,True
Ireland,Computer Vision,2022,216,True
Bahamas,Computer Vision,2021,1,True
NATO,Computer Vision,2017,14930,True
Canada,Computer Vision,2016,981,True
Yemen,Computer Vision,2020,23,True
Jamaica,Computer Vision,2024,1,False
Kuwait,Computer Vision,2016,9,True
Cameroon,Computer Vision,2021,14,True
Brunei Darussalam,Computer Vision,2024,13,False
Bolivia,Computer Vision,2025,3,False
Australia,Computer Vision,2020,1806,True
Australia,Computer Vision,2021,2030,True
Australia,Computer Vision,2024,2083,False
Benin,Computer Vision,2023,11,True
Netherlands,Computer Vision,2024,837,False
Costa Rica,Computer Vision,2020,21,True
Saudi Arabia,Computer Vision,2016,204,True
China (mainland),Computer Vision,2019,20550,True
Morocco,Computer Vision,2019,219,True
Morocco,Computer Vision,2023,329,True
Italy,Computer Vision,2016,850,True
Liechtenstein,Computer Vision,2024,1,False
Latvia,Large language models,2018,2,True
South Korea,Large language models,2021,460,True
Estonia,Large language models,2017,2,True
Ukraine,Large language models,2017,2,True
Norway,Large language models,2023,85,True
Ecuador,Large language models,2017,1,True
Liechtenstein,Large language models,2020,1,True
Nepal,Large language models,2025,7,False
Indonesia,Large language models,2020,18,True
Myanmar,Large language models,2015,1,True
Africa,Large language models,2020,57,True
Albania,Large language models,2022,1,True
Burundi,Large language models,2023,1,True
Sweden,Large language models,2023,148,True
Ireland,Large language models,2025,57,False
New Zealand,Large language models,2017,5,True
Yemen,Large language models,2024,10,False
Sweden,Natural Language Processing,2025,92,False
Oceania,Natural Language Processing,2020,581,True
Bosnia and Herzegovina,Natural Language Processing,2023,15,True
United States,Natural Language Processing,2025,2445,False
Croatia,Natural Language Processing,2024,47,False
Uruguay,Natural Language Processing,2023,8,True
Canada,Natural Language Processing,2024,647,False
Cuba,Natural Language Processing,2015,2,True
Nepal,Natural Language Processing,2022,17,True
Taiwan,Natural Language Processing,2015,145,True
Taiwan,Natural Language Processing,2020,241,True
Indonesia,Natural Language Processing,2017,212,True
Singapore,Natural Language Processing,2020,277,True
Iraq,Natural Language Processing,2023,187,True
Five Eyes,Natural Language Processing,2017,4534,True
Saudi Arabia,Natural Language Processing,2021,327,True
Lebanon,Natural Language Processing,2019,20,True
Slovakia,Natural Language Processing,2016,30,True
Argentina,Natural Language Processing,2025,10,False
Global Partnership on Artificial Intelligence,Natural Language Processing,2019,12834,True
Africa,Natural Language Processing,2018,459,True
Montenegro,Natural Language Processing,2023,5,True
India,Natural Language Processing,2020,2181,True
Burkina Faso,Natural Language Processing,2018,1,True
Europe,Robotics,2025,6402,False
Monaco,Robotics,2017,2,True
Papua New Guinea,Robotics,2020,1,True
Nepal,Robotics,2021,3,True
Kenya,Robotics,2024,8,False
Mongolia,Robotics,2021,2,True
China (mainland),Robotics,2015,4117,True
Netherlands,Robotics,2016,353,True
Namibia,Robotics,2020,2,True
South Africa,Robotics,2020,68,True
Honduras,Robotics,2025,4,False
Fiji,Robotics,2017,9,True
Mauritius,Robotics,2025,4,False
Croatia,Robotics,2025,58,False
Jamaica,Robotics,2018,2,True
Jamaica,Robotics,2021,1,True
Quad,Robotics,2023,13815,True
Saudi Arabia,Robotics,2017,81,True
Peru,Robotics,2025,44,False
Uruguay,Robotics,2025,5,False
Kuwait,Robotics,2019,11,True
Global Partnership on Artificial Intelligence,Robotics,2021,24889,True
Global Partnership on Artificial Intelligence,Robotics,2022,24534,True
EU,Robotics,2019,8510,True
Luxembourg,Robotics,2021,31,True
Sri Lanka,Robotics,2023,62,True
Mexico,Robotics,2023,342,True
Greece,Robotics,2019,185,True
Greece,Robotics,2021,321,True
Brunei Darussalam,Robotics,2021,5,True
Uganda,Robotics,2015,1,True
Uganda,Robotics,2022,3,True
Bulgaria,Robotics,2024,77,False
Burkina Faso,Robotics,2021,1,True
Oman,Robotics,2025,19,False
Venezuela,Robotics,2015,17,True
Tunisia,AI Safety,2024,35,False
Romania,AI Safety,2024,25,False
Spain,AI Safety,2016,32,True
Spain,AI Safety,2022,87,True
Nigeria,AI Safety,2019,2,True
North Macedonia,AI Safety,2016,1,True
South Africa,AI Safety,2021,12,True
Finland,AI Safety,2021,34,True
Luxembourg,AI Safety,2023,15,True
Oceania,AI Safety,2016,61,True
Greece,AI Safety,2023,46,True
NATO,AI Safety,2022,3347,True
Kyrgyzstan,AI Safety,2024,2,False
Japan,AI Safety,2023,204,True
South Korea,AI Safety,2024,289,False
Barbados,AI Safety,2018,1,True
Turkey,AI Safety,2024,73,False
Belgium,AI Safety,2020,55,True
Belgium,AI Safety,2023,62,True
Chile,AI Safety,2017,1,True
Singapore,AI Safety,2020,112,True
Russia,AI Safety,2016,7,True
Senegal,AI Safety,2023,2,True
India,AI Safety,2019,110,True
Croatia,AI Safety,2024,7,False
Ghana,AI Safety,2025,3,False
ASEAN,AI Safety,2019,117,True
Chile,All,2016,252,True
Costa Rica,All,2023,46,True
Five Eyes,All,2025,38403,False
Malawi,All,2020,4,True
South and Central America,All,2021,6289,True
Thailand,All,2016,583,True
Germany,All,2022,12348,True
Germany,All,2025,5790,False
Saint Kitts and Nevis,All,2023,4,True
Equatorial Guinea,All,2021,1,True
Lebanon,All,2018,201,True
Malta,All,2017,69,True
Mauritania,All,2017,1,True
Czechia,All,2020,1009,True
Saint Lucia,All,2025,41,False
Sri Lanka,All,2017,180,True
Norway,All,2016,540,True
Estonia,All,2018,128,True
South Africa,All,2018,398,True
South Africa,All,2019,502,True
Belarus,All,2019,102,True
Bosnia and Herzegovina,All,2015,41,True
Tunisia,All,2021,778,True
France,All,2025,3033,False
Brazil,All,2022,3273,True
Trinidad and Tobago,All,2025,16,False
South Korea,All,2018,4252,True
Myanmar,All,2015,24,True
Russia,All,2017,2212,True
Russia,All,2018,2851,True
Jordan,All,2021,565,True
Ecuador,Computer Vision,2018,71,True
Bangladesh,Computer Vision,2024,1251,False
Romania,Computer Vision,2025,181,False
Malta,Computer Vision,2025,10,False
Belgium,Computer Vision,2015,232,True
Libya,Computer Vision,2016,4,True
Indonesia,Computer Vision,2021,1463,True
Mozambique,Computer Vision,2023,6,True
Jordan,Computer Vision,2024,252,False
Kosovo,Computer Vision,2024,4,False
Iran,Computer Vision,2019,615,True
Croatia,Computer Vision,2025,76,False
EU,Computer Vision,2021,12080,True
Global Partnership on Artificial Intelligence,Computer Vision,2025,23495,False
Spain,Computer Vision,2019,1068,True
North Korea,Computer Vision,2023,3,True
Burkina Faso,Computer Vision,2015,1,True
Denmark,Computer Vision,2019,188,True
Denmark,Computer Vision,2025,170,False
Mauritius,Computer Vision,2022,14,True
Turkey,Computer Vision,2024,1320,False
Turkey,Computer Vision,2025,858,False
South and Central America,Computer Vision,2015,862,True
South and Central America,Computer Vision,2024,1280,False
Poland,Computer Vision,2018,511,True
Malawi,Computer Vision,2021,3,True
Australia,Computer Vision,2018,1261,True
Algeria,Computer Vision,2022,332,True
Luxembourg,Computer Vision,2023,53,True
Vietnam,Computer Vision,2020,369,True
Vietnam,Computer Vision,2021,514,True
Israel,Computer Vision,2017,192,True
Azerbaijan,Computer Vision,2022,19,True
Botswana,Computer Vision,2023,13,True
Timor-Leste,Computer Vision,2023,4,True
Singapore,Large language models,2022,423,True
Malawi,Large language models,2023,1,True
EU,Large language models,2017,191,True
Belgium,Large language models,2021,70,True
Norway,Large language models,2016,1,True
United States,Large language models,2023,5327,True
Taiwan,Large language models,2018,40,True
Mexico,Large language models,2024,48,False
Kenya,Large language models,2020,1,True
Armenia,Large language models,2017,1,True
Myanmar,Large language models,2024,11,False
Austria,Large language models,2020,21,True
Côte d'Ivoire,Large language models,2025,1,False
Comoros,Large language models,2024,1,False
Mauritius,Large language models,2023,1,True
Netherlands,Large language models,2019,92,True
Five Eyes,Large language models,2020,3696,True
Philippines,Large language models,2022,13,True
NATO,Large language models,2016,424,True
Malta,Large language models,2015,1,True
Cuba,Large language models,2017,1,True
Zimbabwe,Natural Language Processing,2015,1,True
Bosnia and Herzegovina,Natural Language Processing,2024,6,False
Costa Rica,Natural Language Processing,2015,1,True
ASEAN,Natural Language Processing,2019,1133,True
Austria,Natural Language Processing,2016,77,True
Kosovo,Natural Language Processing,2021,6,True
NATO,Natural Language Processing,2018,8832,True
Canada,Natural Language Processing,2020,730,True
Belarus,Natural Language Processing,2018,4,True
Belarus,Natural Language Processing,2019,7,True
Latvia,Natural Language Processing,2022,16,True
Belgium,Natural Language Processing,2022,220,True
United Kingdom,Natural Language Processing,2020,1563,True
Australia,Natural Language Processing,2019,403,True
Bulgaria,Natural Language Processing,2023,32,True
Iraq,Natural Language Processing,2022,137,True
Malta,Natural Language Processing,2015,13,True
Georgia,Natural Language Processing,2020,1,True
Georgia,Natural Language Processing,2022,9,True
Georgia,Natural Language Processing,2025,3,False
Spain,Natural Language Processing,2022,502,True
Brazil,Natural Language Processing,2019,306,True
Russia,Natural Language Processing,2017,290,True
South and Central America,Natural Language Processing,2018,481,True
Ethiopia,Natural Language Processing,2025,20,False
Burkina Faso,Natural Language Processing,2024,2,False
Syria,Robotics,2016,3,True
Syria,Robotics,2023,10,True
Grenada,Robotics,2015,1,True
Cameroon,Robotics,2021,6,True
NATO,Robotics,2025,9642,False
Portugal,Robotics,2025,162,False
United Kingdom,Robotics,2023,2323,True
Canada,Robotics,2022,1145,True
Philippines,Robotics,2018,47,True
Zambia,Robotics,2023,1,True
Jordan,Robotics,2018,27,True
Kenya,Robotics,2023,17,True
Iceland,Robotics,2018,4,True
Namibia,Robotics,2023,3,True
South Africa,Robotics,2018,57,True
North America and the Caribbean,Robotics,2016,6329,True
Chile,Robotics,2020,63,True
Kazakhstan,Robotics,2015,23,True
Kyrgyzstan,Robotics,2022,3,True
Quad,Robotics,2015,9114,True
Trinidad and Tobago,Robotics,2016,1,True
Singapore,Robotics,2018,460,True
South Korea,Robotics,2023,1590,True
EU,Robotics,2018,8057,True
EU,Robotics,2021,9143,True
Tanzania,Robotics,2024,1,False
Kosovo,Robotics,2015,2,True
Slovenia,Robotics,2023,68,True
Bolivia,Robotics,2019,1,True
Bolivia,Robotics,2025,2,False
Uganda,Robotics,2024,6,False
Ireland,Robotics,2024,130,False
Burkina Faso,Robotics,2019,1,True
Algeria,Robotics,2022,122,True
Thailand,AI Safety,2016,3,True
South Africa,AI Safety,2020,10,True
Ecuador,AI Safety,2024,9,False
Slovakia,AI Safety,2025,4,False
Portugal,AI Safety,2025,33,False
Iceland,AI Safety,2017,1,True
Indonesia,AI Safety,2017,2,True
Greece,AI Safety,2015,5,True
Brazil,AI Safety,2017,27,True
Netherlands,AI Safety,2021,125,True
North America and the Caribbean,AI Safety,2019,2073,True
North America and the Caribbean,AI Safety,2023,2513,True
Taiwan,AI Safety,2024,101,False
India,AI Safety,2020,162,True
Algeria,AI Safety,2016,1,True
Mali,All,2022,10,True
Quad,All,2015,37843,True
Quad,All,2020,80737,True
Eritrea,All,2023,4,True
ASEAN,All,2017,6429,True
ASEAN,All,2025,7998,False
Iceland,All,2021,64,True
Cyprus,All,2019,211,True
South Sudan,All,2024,1,False
Laos,All,2015,1,True
Ghana,All,2022,230,True
Kenya,All,2024,231,False
Congo,All,2024,36,False
Congo,All,2025,23,False
Mexico,All,2015,876,True
Burundi,All,2015,1,True
Lithuania,All,2018,109,True
El Salvador,All,2017,3,True
El Salvador,All,2019,4,True
Gambia,All,2023,7,True
Czechia,All,2018,874,True
Azerbaijan,All,2017,26,True
Montenegro,All,2015,17,True
Moldova,All,2022,26,True
Norway,All,2015,486,True
Estonia,All,2015,73,True
Georgia,All,2024,71,False
Botswana,All,2023,52,True
Turkey,All,2018,2127,True
Switzerland,All,2025,1654,False
Zambia,All,2016,1,True
Bosnia and Herzegovina,All,2020,108,True
Papua New Guinea,All,2015,2,True
Brazil,All,2019,3332,True
Trinidad and Tobago,All,2021,18,True
Sierra Leone,All,2021,3,True
United Arab Emirates,All,2017,376,True
Grenada,All,2021,3,True
United States,All,2017,25367,True
Russia,All,2015,1254,True
Indonesia,All,2018,2640,True
Cameroon,All,2018,25,True
Trinidad and Tobago,Computer Vision,2016,5,True
Slovakia,Computer Vision,2022,97,True
Iraq,Computer Vision,2017,169,True
Uzbekistan,Computer Vision,2016,2,True
Niger,Computer Vision,2022,1,True
Bahrain,Computer Vision,2015,5,True
South Africa,Computer Vision,2023,224,True
Zimbabwe,Computer Vision,2019,2,True
Ireland,Computer Vision,2025,170,False
Belarus,Computer Vision,2016,32,True
Belarus,Computer Vision,2019,41,True
ASEAN,Computer Vision,2022,4997,True
Syria,Computer Vision,2018,3,True
NATO,Computer Vision,2019,21652,True
Iceland,Computer Vision,2022,31,True
Côte d'Ivoire,Computer Vision,2022,8,True
Spain,Computer Vision,2015,844,True
Cambodia,Computer Vision,2018,8,True
Austria,Computer Vision,2018,264,True
Mexico,Computer Vision,2018,268,True
Slovenia,Computer Vision,2023,85,True
North America and the Caribbean,Computer Vision,2021,14131,True
Algeria,Computer Vision,2019,210,True
Guatemala,Computer Vision,2024,4,False
Chile,Computer Vision,2021,106,True
Luxembourg,Computer Vision,2022,47,True
Benin,Computer Vision,2021,6,True
Fiji,Computer Vision,2016,3,True
Venezuela,Computer Vision,2022,7,True
Nepal,Computer Vision,2017,4,True
Morocco,Computer Vision,2025,141,False
Italy,Computer Vision,2025,929,False
Germany,Computer Vision,2022,3204,True
Sweden,Computer Vision,2017,210,True
North America and the Caribbean,Large language models,2015,159,True
Senegal,Large language models,2020,1,True
Afghanistan,Large language models,2025,3,False
Latvia,Large language models,2019,2,True
Spain,Large language models,2021,136,True
South Africa,Large language models,2023,39,True
Trinidad and Tobago,Large language models,2025,3,False
Tunisia,Large language models,2022,15,True
Global Partnership on Artificial Intelligence,Large language models,2024,13449,False
Global Partnership on Artificial Intelligence,Large language models,2025,7544,False
Iran,Large language models,2020,34,True
Kenya,Large language models,2024,14,False
Asia,Large language models,2025,10450,False
Romania,Large language models,2024,60,False
Saudi Arabia,Large language models,2017,2,True
Slovakia,Large language models,2020,3,True
Kuwait,Large language models,2021,1,True
Australia,Large language models,2020,233,True
Germany,Large language models,2016,44,True
Cambodia,Large language models,2020,1,True
Cambodia,Large language models,2021,2,True
United Kingdom,Large language models,2017,106,True
Philippines,Large language models,2025,16,False
NATO,Large language models,2015,265,True
Yemen,Large language models,2021,2,True
Fiji,Natural Language Processing,2022,3,True
Oceania,Natural Language Processing,2017,334,True
Iceland,Natural Language Processing,2017,3,True
Costa Rica,Natural Language Processing,2020,4,True
ASEAN,Natural Language Processing,2016,613,True
Peru,Natural Language Processing,2019,15,True
North Macedonia,Natural Language Processing,2020,19,True
Armenia,Natural Language Processing,2018,5,True
Czechia,Natural Language Processing,2022,148,True
Czechia,Natural Language Processing,2024,78,False
Oman,Natural Language Processing,2020,12,True
EU,Natural Language Processing,2025,2066,False
Malawi,Natural Language Processing,2018,1,True
Colombia,Natural Language Processing,2021,45,True
Tanzania,Natural Language Processing,2017,1,True
Taiwan,Natural Language Processing,2016,160,True
Belarus,Natural Language Processing,2015,8,True
Australia,Natural Language Processing,2016,227,True
Mauritius,Natural Language Processing,2021,3,True
Rwanda,Natural Language Processing,2022,2,True
Europe,Natural Language Processing,2023,8810,True
Serbia,Natural Language Processing,2020,41,True
Kenya,Natural Language Processing,2021,17,True
Namibia,Natural Language Processing,2023,1,True
Brazil,Natural Language Processing,2016,251,True
Russia,Natural Language Processing,2021,601,True
Albania,Natural Language Processing,2025,3,False
Kuwait,Natural Language Processing,2022,14,True
Ethiopia,Natural Language Processing,2017,8,True
Myanmar,Natural Language Processing,2023,14,True
North America and the Caribbean,Natural Language Processing,2022,5733,True
North America and the Caribbean,Natural Language Processing,2023,7023,True
Moldova,Natural Language Processing,2022,3,True
Europe,Robotics,2017,9667,True
Cape Verde,Robotics,2018,1,True
Five Eyes,Robotics,2015,7132,True
Kenya,Robotics,2015,1,True
Kenya,Robotics,2017,4,True
Switzerland,Robotics,2018,508,True
Switzerland,Robotics,2023,599,True
Lebanon,Robotics,2016,28,True
Lebanon,Robotics,2022,39,True
Ghana,Robotics,2023,3,True
Ghana,Robotics,2024,5,False
Denmark,Robotics,2019,274,True
Fiji,Robotics,2022,11,True
Quad,Robotics,2022,12602,True
Trinidad and Tobago,Robotics,2021,1,True
Global Partnership on Artificial Intelligence,Robotics,2017,19237,True
Guatemala,Robotics,2025,1,False
Tanzania,Robotics,2022,2,True
Kosovo,Robotics,2016,10,True
Kosovo,Robotics,2021,2,True
Bahrain,Robotics,2023,23,True
Qatar,Robotics,2015,16,True
Qatar,Robotics,2025,30,False
Latvia,Robotics,2016,6,True
Brazil,Robotics,2021,604,True
Romania,Robotics,2016,233,True
Botswana,Robotics,2020,4,True
Taiwan,Robotics,2015,343,True
Algeria,Robotics,2015,89,True
Algeria,Robotics,2016,89,True
Barbados,Robotics,2025,1,False
Kazakhstan,AI Safety,2024,13,False
Spain,AI Safety,2023,153,True
Lebanon,AI Safety,2020,4,True
