country,field,year,disclosed_investment,complete
Vietnam,"Mobile, platforms & Internet services",2023,2,True
Czechia,"Mobile, platforms & Internet services",2024,0,True
Taiwan,"Mobile, platforms & Internet services",2016,4,True
Taiwan,"Mobile, platforms & Internet services",2025,0,False
Pakistan,"Mobile, platforms & Internet services",2020,0,True
Finland,"Mobile, platforms & Internet services",2017,4,True
Lithuania,"Mobile, platforms & Internet services",2019,0,True
Indonesia,"Mobile, platforms & Internet services",2018,0,True
United Arab Emirates,"Mobile, platforms & Internet services",2021,805,True
Albania,"Mobile, platforms & Internet services",2024,5,True
Mexico,NLP,2017,1,True
Japan,NLP,2017,2,True
United Kingdom,NLP,2017,10,True
Malaysia,NLP,2022,0,True
Estonia,Navigation and mapping,2024,0,True
Brazil,Navigation and mapping,2024,26,True
Germany,Navigation and mapping,2021,24,True
South Korea,Navigation and mapping,2023,10,True
Armenia,Other,2024,0,True
Bosnia and Herzegovina,Other,2016,0,True
Nigeria,Other,2017,0,True
Czechia,Other,2017,0,True
Portugal,Other,2015,0,True
Netherlands,Other,2025,3,False
Russia,Other,2016,0,True
Spain,Privacy and Security,2023,5,True
Nigeria,Privacy and Security,2022,0,True
Switzerland,Privacy and Security,2016,0,True
Finland,Privacy and Security,2021,1,True
Iceland,Privacy and Security,2020,2,True
India,Privacy and Security,2023,1,True
United Kingdom,Privacy and Security,2015,2,True
China (mainland),Privacy and Security,2016,11,True
South Korea,Privacy and Security,2015,0,True
Indonesia,Privacy and Security,2023,1,True
United Arab Emirates,Professional services,2019,5,True
Canada,Professional services,2020,240,True
Israel,Professional services,2021,47,True
Taiwan,Professional services,2024,11,True
Mexico,Professional services,2019,0,True
Portugal,Professional services,2022,1,True
United Kingdom,Real estate,2017,3,True
United Kingdom,Real estate,2019,24,True
Australia,Real estate,2021,21,True
Saudi Arabia,Real estate,2016,0,True
Switzerland,Real estate,2020,1,True
Israel,Real estate,2021,20,True
South Korea,Real estate,2021,24,True
Canada,Real estate,2019,8,True
France,Robotics,2018,32,True
France,Robotics,2020,8,True
France,Robotics,2022,11,True
Spain,Robotics,2021,2,True
Hungary,Robotics,2015,0,True
Malaysia,Robotics,2019,1,True
South Africa,Robotics,2022,4,True
South Korea,Robotics,2017,1,True
Ireland,Robotics,2017,0,True
Estonia,"Sales, retail, commerce, marketing",2019,1,True
United Arab Emirates,"Sales, retail, commerce, marketing",2024,6,True
Portugal,"Sales, retail, commerce, marketing",2020,0,True
China (mainland),"Sales, retail, commerce, marketing",2015,46,True
Hungary,"Sales, retail, commerce, marketing",2018,0,True
Italy,"Sales, retail, commerce, marketing",2024,2,True
Canada,Semiconductor,2025,4,False
Israel,Semiconductor,2017,7,True
Netherlands,Semiconductor,2022,16,True
United Kingdom,Semiconductor,2019,24,True
United Kingdom,Semiconductor,2023,14,True
China (mainland),Semiconductor,2019,34,True
Canada,Simulation,2021,1,True
United States,Simulation,2025,11,False
Romania,Software,2024,7,True
India,Software,2025,1638,False
Pakistan,Software,2021,3,True
Slovenia,Software,2015,0,True
France,Software,2020,352,True
Iceland,Software,2017,2,True
Finland,Software,2016,4,True
Czechia,Software,2018,2,True
Chile,Software,2019,6,True
Saudi Arabia,Software,2022,1233,True
Hungary,Software,2017,2,True
Botswana,Software,2015,1,True
Sweden,Software,2017,30,True
Sweden,Software,2018,58,True
Mongolia,Software,2022,0,True
Indonesia,Software,2021,75,True
Nigeria,Software,2021,1,True
Luxembourg,Software,2025,1,False
Canada,Speech Recognition,2017,21,True
Colombia,Speech Recognition,2022,1,True
United States,Sports,2019,54,True
Australia,Sports,2022,3,True
United States,Telecommunications,2021,892,True
South Korea,Transportation,2021,29,True
Ghana,Transportation,2022,0,True
Israel,Transportation,2021,92,True
Canada,Transportation,2020,45,True
Iceland,Transportation,2019,0,True
United Arab Emirates,Transportation,2021,1,True
Norway,Transportation,2025,1,False
Switzerland,Transportation,2016,1,True
Italy,Transportation,2020,3,True
United Kingdom,Transportation,2020,74,True
India,Transportation,2024,21,True
Netherlands,Agriculture,2018,1,True
Algeria,Agriculture,2022,0,True
South Korea,Agriculture,2020,4,True
Ukraine,Agriculture,2017,0,True
Kazakhstan,All,2023,5,True
Belgium,All,2024,330,True
Tanzania,All,2017,0,True
Slovenia,All,2023,20,True
Jordan,All,2016,0,True
Slovakia,All,2019,12,True
Bosnia and Herzegovina,All,2025,0,False
Mongolia,All,2019,0,True
Romania,All,2017,0,True
Estonia,All,2024,56,True
Israel,All,2019,880,True
Israel,All,2021,3168,True
Bulgaria,All,2023,8,True
Saudi Arabia,All,2023,2182,True
Brazil,All,2017,15,True
Brazil,All,2023,369,True
Switzerland,All,2015,6,True
Peru,All,2018,0,True
Mexico,Biotechnology,2024,0,True
Italy,Biotechnology,2022,0,True
United States,Biotechnology,2015,102,True
Netherlands,Biotechnology,2019,2,True
Sweden,Biotechnology,2025,4,False
Brazil,Biotechnology,2024,0,True
Spain,Biotechnology,2021,22,True
Tunisia,Community and Lifestyle,2021,0,True
Japan,Community and Lifestyle,2017,4,True
Saudi Arabia,Community and Lifestyle,2017,1,True
Saudi Arabia,Community and Lifestyle,2025,64,False
Germany,Computer Vision,2020,9,True
Hungary,Computer Vision,2020,1,True
Poland,Computer Vision,2019,0,True
Poland,Computer Vision,2023,1,True
Germany,Consumer goods,2020,10,True
Italy,Consumer goods,2025,0,False
Ukraine,Consumer goods,2017,0,True
New Zealand,Consumer goods,2020,0,True
Norway,Cyber Security,2022,0,True
Norway,Cyber Security,2023,2,True
Singapore,Cyber Security,2018,4,True
Germany,Cyber Security,2018,8,True
China (mainland),Cyber Security,2020,25,True
Egypt,Data and analytics,2023,2,True
Croatia,Data and analytics,2025,0,False
Canada,Data and analytics,2019,461,True
New Zealand,Data and analytics,2017,1,True
Netherlands,Data and analytics,2023,238,True
Kenya,Data and analytics,2025,0,False
Estonia,Data and analytics,2015,3,True
Georgia,Data and analytics,2022,0,True
France,Data and analytics,2022,270,True
Greece,Data and analytics,2024,2,True
United Arab Emirates,Data and analytics,2016,0,True
Israel,Data and analytics,2025,916,False
Brazil,Education,2022,105,True
Singapore,Education,2023,8,True
Finland,Education,2015,1,True
Australia,Energy and natural resources,2018,2,True
Australia,Energy and natural resources,2020,2,True
Netherlands,Energy and natural resources,2021,5,True
Finland,Energy and natural resources,2020,1,True
Canada,Energy and natural resources,2018,9,True
Singapore,Finance,2022,209,True
Cyprus,Finance,2022,1,True
France,Finance,2018,14,True
Japan,Finance,2023,1,True
Botswana,Finance,2015,1,True
United States,Finance,2020,5359,True
Philippines,Finance,2021,1,True
Portugal,Finance,2023,2,True
South Korea,Finance,2025,4,False
Israel,Finance,2023,28,True
United Kingdom,Finance,2019,132,True
Sri Lanka,Finance,2025,0,False
Switzerland,Gaming,2022,0,True
Ireland,Gaming,2021,0,True
Saudi Arabia,Gaming,2022,1,True
Spain,Gaming,2022,0,True
Lithuania,Gaming,2020,0,True
Czechia,General purpose,2025,58,False
Japan,General purpose,2021,338,True
Bangladesh,General purpose,2023,1,True
Thailand,General purpose,2019,3,True
United Kingdom,General purpose,2019,479,True
Canada,General purpose,2021,569,True
Armenia,General purpose,2024,2,True
Malaysia,General purpose,2015,0,True
Australia,General purpose,2017,16,True
Belgium,General purpose,2025,17,False
Bulgaria,General purpose,2022,1,True
South Korea,General purpose,2020,122,True
Iceland,General purpose,2021,3,True
Italy,Hardware,2020,0,True
Serbia,Hardware,2023,43,True
India,Hardware,2018,324,True
Taiwan,Hardware,2017,2,True
Norway,Hardware,2018,3,True
Turkey,Hardware,2015,0,True
Germany,Hardware,2015,682,True
Sri Lanka,Hardware,2025,0,False
Canada,Hardware,2018,83,True
Australia,Hardware,2018,13,True
Finland,Healthcare and Life Sciences,2018,1,True
Thailand,Healthcare and Life Sciences,2021,4,True
Colombia,Healthcare and Life Sciences,2015,0,True
France,Healthcare and Life Sciences,2023,49,True
Ghana,Healthcare and Life Sciences,2022,1,True
Cyprus,Healthcare and Life Sciences,2020,2,True
Sweden,Healthcare and Life Sciences,2016,1,True
Taiwan,Healthcare and Life Sciences,2020,25,True
Italy,Information Technology,2017,2,True
Italy,Information Technology,2024,17,True
Taiwan,Information Technology,2020,10,True
Austria,Information Technology,2016,2,True
Spain,Information Technology,2023,30,True
Côte d'Ivoire,Information Technology,2024,0,True
Belgium,Information Technology,2020,100,True
Egypt,Information Technology,2021,0,True
Kenya,Information Technology,2020,6,True
Turkey,Information Technology,2021,4,True
Bulgaria,Information Technology,2022,0,True
Saudi Arabia,Information Technology,2020,5,True
United Kingdom,Information Technology,2020,713,True
Armenia,Information Technology,2024,2,True
Netherlands,Information Technology,2021,145,True
Ghana,Lending and Investments,2024,10,True
United Kingdom,Lending and Investments,2025,19,False
Lithuania,Lending and Investments,2024,100,True
Belgium,Lending and Investments,2019,2,True
China (mainland),Lending and Investments,2020,53,True
Canada,Lending and Investments,2022,0,True
United Kingdom,Manufacturing,2023,36,True
Italy,Manufacturing,2019,1,True
United States,Manufacturing,2016,107,True
United Arab Emirates,Manufacturing,2018,1,True
Italy,Media and Entertainment,2017,1,True
India,Media and Entertainment,2018,8,True
France,Media and Entertainment,2018,12,True
Japan,Media and Entertainment,2021,45,True
South Korea,Media and Entertainment,2024,49,True
China (mainland),Media and Entertainment,2021,96,True
Singapore,Media and Entertainment,2016,9,True
United Arab Emirates,Media and Entertainment,2024,0,True
Saudi Arabia,"Military, public safety and government",2025,1,False
Japan,"Military, public safety and government",2023,0,True
Poland,"Military, public safety and government",2025,1,False
Iceland,"Military, public safety and government",2024,0,True
Slovenia,"Mobile, platforms & Internet services",2020,1,True
New Zealand,"Mobile, platforms & Internet services",2022,1,True
United States,"Mobile, platforms & Internet services",2018,12535,True
United States,"Mobile, platforms & Internet services",2020,2713,True
France,"Mobile, platforms & Internet services",2018,42,True
Venezuela,"Mobile, platforms & Internet services",2019,1,True
Oman,"Mobile, platforms & Internet services",2025,1,False
Uruguay,"Mobile, platforms & Internet services",2021,0,True
Kenya,"Mobile, platforms & Internet services",2022,0,True
Germany,"Mobile, platforms & Internet services",2018,39,True
South Korea,NLP,2021,6,True
Australia,NLP,2021,1,True
Brazil,NLP,2023,12,True
Hungary,NLP,2024,0,True
Russia,NLP,2020,0,True
Norway,NLP,2024,0,True
Mexico,NLP,2024,1,True
United States,NLP,2024,3293,True
Canada,Navigation and mapping,2025,60,False
Germany,Navigation and mapping,2015,8,True
Singapore,Navigation and mapping,2020,7,True
United States,Other,2025,7322,False
Japan,Other,2019,16,True
Japan,Other,2021,4,True
Pakistan,Other,2017,0,True
Pakistan,Other,2021,0,True
Spain,Other,2015,1,True
Finland,Other,2018,0,True
Belgium,Other,2017,24,True
Iceland,Other,2021,3,True
New Zealand,Other,2019,0,True
Czechia,Other,2021,3,True
Singapore,Other,2015,1,True
Slovakia,Other,2019,1,True
Denmark,Other,2025,16,False
Netherlands,Other,2021,2,True
United Kingdom,Other,2015,17,True
Japan,Privacy and Security,2022,8,True
Ireland,Privacy and Security,2020,0,True
Argentina,Privacy and Security,2017,4,True
Argentina,Privacy and Security,2020,2,True
Singapore,Privacy and Security,2019,8,True
Sweden,Privacy and Security,2020,4,True
United States,Professional services,2015,5009,True
Israel,Professional services,2019,10,True
Turkey,Professional services,2016,1,True
Switzerland,Professional services,2025,28,False
Finland,Professional services,2018,0,True
Finland,Professional services,2019,2,True
Colombia,Professional services,2025,1,False
Germany,Professional services,2019,21,True
France,Professional services,2025,46,False
Singapore,Professional services,2015,1,True
Singapore,Real estate,2020,0,True
Netherlands,Real estate,2020,1,True
Turkey,Real estate,2023,0,True
Egypt,Real estate,2024,0,True
Netherlands,Robotics,2022,0,True
India,Robotics,2024,25,True
Canada,Robotics,2016,4,True
Qatar,Robotics,2024,0,True
Singapore,Robotics,2018,8,True
Slovenia,Robotics,2025,2,False
Switzerland,"Sales, retail, commerce, marketing",2020,20,True
Greece,"Sales, retail, commerce, marketing",2024,0,True
Pakistan,"Sales, retail, commerce, marketing",2017,0,True
Kazakhstan,"Sales, retail, commerce, marketing",2020,0,True
Croatia,"Sales, retail, commerce, marketing",2020,0,True
France,"Sales, retail, commerce, marketing",2020,51,True
Egypt,"Sales, retail, commerce, marketing",2025,0,False
Denmark,"Sales, retail, commerce, marketing",2018,5,True
South Africa,"Sales, retail, commerce, marketing",2020,0,True
Egypt,Semiconductor,2025,3,False
Canada,Simulation,2020,2,True
United States,Simulation,2017,1,True
Switzerland,Software,2023,70,True
Egypt,Software,2018,0,True
Côte d'Ivoire,Software,2023,0,True
South Korea,Software,2015,11,True
Australia,Software,2023,134,True
Chile,Software,2015,0,True
Saudi Arabia,Software,2016,1,True
Cyprus,Software,2017,1,True
Norway,Software,2018,12,True
Taiwan,Software,2017,10,True
Poland,Software,2016,11,True
Austria,Software,2023,31,True
Mongolia,Software,2018,0,True
Singapore,Software,2020,535,True
Slovakia,Software,2020,7,True
Belgium,Speech Recognition,2020,1,True
India,Speech Recognition,2024,1,True
France,Sports,2025,2,False
Canada,Sports,2015,0,True
Canada,Telecommunications,2019,2,True
United Kingdom,Telecommunications,2019,16,True
United States,Telecommunications,2019,161,True
Singapore,Telecommunications,2016,0,True
Estonia,Transportation,2016,0,True
China (mainland),Transportation,2018,918,True
Bangladesh,Transportation,2024,0,True
Spain,Transportation,2019,2,True
Spain,Transportation,2023,2,True
Indonesia,Transportation,2023,0,True
Finland,Transportation,2025,12,False
Colombia,Transportation,2022,1,True
Saudi Arabia,Transportation,2019,0,True
Bosnia and Herzegovina,Transportation,2016,0,True
Germany,Transportation,2016,5,True
Ireland,Transportation,2021,354,True
Ireland,Transportation,2024,3,True
Hungary,Agriculture,2022,0,True
Netherlands,Agriculture,2021,0,True
Israel,Agriculture,2018,7,True
Israel,Agriculture,2020,19,True
Germany,Agriculture,2019,22,True
Finland,Agriculture,2018,0,True
Portugal,All,2024,52,True
Indonesia,All,2024,46,True
Kazakhstan,All,2020,0,True
Burkina Faso,All,2023,0,True
Uruguay,All,2020,2,True
Jordan,All,2019,0,True
Slovakia,All,2017,25,True
Netherlands,All,2018,99,True
India,All,2025,2302,False
Argentina,All,2022,8,True
Thailand,All,2023,22,True
Bulgaria,All,2018,0,True
Saudi Arabia,All,2016,1,True
United Kingdom,All,2019,1449,True
Switzerland,All,2020,250,True
Taiwan,All,2017,23,True
Vietnam,All,2025,90,False
United States,Biotechnology,2025,9709,False
Slovenia,Biotechnology,2017,0,True
Japan,Biotechnology,2015,16,True
Japan,Biotechnology,2021,4,True
Spain,Biotechnology,2016,1,True
Finland,Biotechnology,2022,4,True
Ireland,Community and Lifestyle,2019,0,True
Sweden,Community and Lifestyle,2022,5,True
Hungary,Community and Lifestyle,2016,0,True
Switzerland,Community and Lifestyle,2019,4,True
Jordan,Community and Lifestyle,2020,0,True
Singapore,Community and Lifestyle,2021,3,True
Belgium,Community and Lifestyle,2025,0,False
Italy,Community and Lifestyle,2021,0,True
South Korea,Computer Vision,2023,6,True
Switzerland,Computer Vision,2020,30,True
Italy,Computer Vision,2021,1,True
Singapore,Computer Vision,2018,63,True
Sweden,Computer Vision,2017,0,True
Austria,Consumer goods,2023,0,True
Hungary,Consumer goods,2020,1,True
Taiwan,Consumer goods,2025,13,False
Netherlands,Consumer goods,2025,1,False
Turkey,Consumer goods,2021,2,True
Sweden,Consumer goods,2021,6,True
Ukraine,Consumer goods,2024,0,True
New Zealand,Consumer goods,2023,0,True
France,Cyber Security,2022,4,True
United Kingdom,Cyber Security,2023,14,True
Malaysia,Data and analytics,2021,145,True
Italy,Data and analytics,2023,38,True
Singapore,Data and analytics,2023,700,True
Sri Lanka,Data and analytics,2023,4,True
Latvia,Data and analytics,2015,0,True
Latvia,Data and analytics,2018,0,True
Georgia,Data and analytics,2025,1,False
Vietnam,Data and analytics,2023,3,True
Zimbabwe,Data and analytics,2023,0,True
Azerbaijan,Data and analytics,2022,0,True
Israel,Data and analytics,2023,318,True
Saudi Arabia,Data and analytics,2024,75,True
Slovenia,Data and analytics,2016,0,True
Saudi Arabia,Education,2022,0,True
Peru,Education,2019,1,True
France,Education,2024,21,True
Taiwan,Education,2022,2,True
Japan,Education,2019,12,True
Norway,Education,2018,0,True
Sweden,Energy and natural resources,2021,9,True
United States,Energy and natural resources,2016,90,True
Brazil,Energy and natural resources,2017,0,True
Nigeria,Energy and natural resources,2022,0,True
Germany,Energy and natural resources,2019,7,True
United Kingdom,Energy and natural resources,2022,60,True
Singapore,Energy and natural resources,2015,7,True
Austria,Energy and natural resources,2022,2,True
Romania,Energy and natural resources,2019,0,True
China (mainland),Facial Recognition,2016,21,True
Dominican Republic,Finance,2021,0,True
Cyprus,Finance,2021,22,True
Zimbabwe,Finance,2023,0,True
Switzerland,Finance,2016,0,True
Mauritius,Finance,2019,2,True
Russia,Finance,2018,4,True
United Kingdom,Finance,2020,379,True
Bulgaria,Finance,2024,1,True
China (mainland),Gaming,2017,0,True
Estonia,Gaming,2020,0,True
Sri Lanka,Gaming,2017,2,True
Saint Kitts and Nevis,Gaming,2021,0,True
United States,Gaming,2019,176,True
Cyprus,General purpose,2019,2,True
Cyprus,General purpose,2025,18,False
North Macedonia,General purpose,2022,1,True
Uruguay,General purpose,2022,3,True
Hungary,General purpose,2023,16,True
Hungary,General purpose,2025,3,False
Greece,General purpose,2023,110,True
United States,General purpose,2018,18570,True
Norway,General purpose,2020,339,True
Ukraine,General purpose,2018,0,True
Romania,General purpose,2022,5,True
Malaysia,General purpose,2022,5,True
Slovakia,General purpose,2015,0,True
Turkey,General purpose,2020,3,True
Belgium,General purpose,2022,26,True
Brazil,General purpose,2016,4,True
Iceland,Hardware,2022,10,True
Saudi Arabia,Hardware,2021,1,True
Saint Kitts and Nevis,Hardware,2021,0,True
Denmark,Hardware,2015,2,True
Lithuania,Hardware,2024,0,True
Taiwan,Hardware,2021,53,True
Poland,Hardware,2020,6,True
Switzerland,Hardware,2024,52,True
Sweden,Hardware,2016,2,True
Spain,Hardware,2018,15,True
Australia,Hardware,2024,10,True
Netherlands,Healthcare and Life Sciences,2016,3,True
Chile,Healthcare and Life Sciences,2023,0,True
Nigeria,Healthcare and Life Sciences,2023,0,True
United Kingdom,Healthcare and Life Sciences,2020,90,True
Brazil,Healthcare and Life Sciences,2020,2,True
Estonia,Healthcare and Life Sciences,2022,1,True
India,Healthcare and Life Sciences,2018,7,True
China (mainland),Healthcare and Life Sciences,2021,366,True
Slovakia,Healthcare and Life Sciences,2020,0,True
Sweden,Healthcare and Life Sciences,2018,6,True
Saudi Arabia,Healthcare and Life Sciences,2025,11,False
South Africa,Information Technology,2017,6,True
France,Information Technology,2015,19,True
France,Information Technology,2023,129,True
Colombia,Information Technology,2016,0,True
Czechia,Information Technology,2025,16,False
Singapore,Information Technology,2016,10,True
Singapore,Information Technology,2023,69,True
Canada,Information Technology,2020,109,True
Romania,Information Technology,2016,0,True
Japan,Lending and Investments,2019,2,True
Japan,Lending and Investments,2020,48,True
United Kingdom,Lending and Investments,2015,46,True
Canada,Lending and Investments,2021,11,True
Canada,Lending and Investments,2025,0,False
Nigeria,Lending and Investments,2017,0,True
Taiwan,Lending and Investments,2016,0,True
China (mainland),Manufacturing,2019,271,True
Sweden,Manufacturing,2016,0,True
Canada,Manufacturing,2015,1,True
Italy,Media and Entertainment,2023,0,True
Lithuania,Media and Entertainment,2020,0,True
United States,Media and Entertainment,2018,1078,True
Netherlands,Media and Entertainment,2016,10,True
Netherlands,Media and Entertainment,2018,3,True
Japan,Media and Entertainment,2017,4,True
Japan,Media and Entertainment,2023,5,True
Taiwan,Media and Entertainment,2019,0,True
Turkey,Media and Entertainment,2022,0,True
Germany,"Military, public safety and government",2025,322,False
France,"Military, public safety and government",2016,0,True
France,"Military, public safety and government",2021,1,True
Canada,"Military, public safety and government",2022,16,True
South Korea,"Military, public safety and government",2019,1,True
Ghana,"Mobile, platforms & Internet services",2021,0,True
Portugal,"Mobile, platforms & Internet services",2023,1,True
Poland,"Mobile, platforms & Internet services",2015,1,True
United States,"Mobile, platforms & Internet services",2019,6169,True
Kenya,"Mobile, platforms & Internet services",2020,0,True
Lithuania,"Mobile, platforms & Internet services",2016,0,True
Cyprus,"Mobile, platforms & Internet services",2025,18,False
Ireland,"Mobile, platforms & Internet services",2023,32,True
Spain,NLP,2020,4,True
Nigeria,NLP,2025,0,False
United Kingdom,NLP,2025,4,False
Germany,NLP,2020,5,True
United States,NLP,2025,4412,False
China (mainland),Navigation and mapping,2018,43,True
Estonia,Navigation and mapping,2019,0,True
Israel,Navigation and mapping,2016,1,True
Italy,Navigation and mapping,2021,1,True
Sweden,Navigation and mapping,2018,1,True
France,Other,2015,5,True
Colombia,Other,2019,0,True
United States,Other,2018,8081,True
Mexico,Other,2019,0,True
Malta,Other,2018,0,True
United Kingdom,Other,2023,300,True
South Korea,Other,2018,4,True
Spain,Privacy and Security,2021,7,True
Nigeria,Privacy and Security,2018,0,True
Australia,Privacy and Security,2020,1,True
Thailand,Privacy and Security,2019,0,True
China (mainland),Privacy and Security,2023,12,True
Brazil,Privacy and Security,2022,53,True
United States,Professional services,2024,1925,True
United Arab Emirates,Professional services,2022,5,True
Brazil,Professional services,2016,2,True
Israel,Professional services,2016,6,True
Iceland,Professional services,2019,2,True
Turkey,Professional services,2018,0,True
Saudi Arabia,Professional services,2017,0,True
Netherlands,Professional services,2025,35,False
Ireland,Professional services,2015,0,True
Chile,Professional services,2024,1,True
Italy,Professional services,2024,0,True
Tunisia,Professional services,2025,0,False
Lithuania,Professional services,2023,0,True
Australia,Real estate,2017,5,True
Singapore,Real estate,2022,12,True
Switzerland,Real estate,2024,3,True
Belgium,Real estate,2023,217,True
South Africa,Real estate,2019,1,True
Vietnam,Real estate,2025,80,False
Norway,Real estate,2015,0,True
Canada,Real estate,2021,23,True
United States,Robotics,2016,160,True
United States,Robotics,2020,2757,True
Israel,Robotics,2023,6,True
Sweden,Robotics,2020,1,True
Austria,Robotics,2020,9,True
Turkey,Robotics,2020,0,True
China (mainland),Robotics,2019,441,True
Singapore,Robotics,2020,20,True
Australia,Robotics,2019,4,True
Australia,Robotics,2021,1,True
Poland,"Sales, retail, commerce, marketing",2023,1,True
Japan,"Sales, retail, commerce, marketing",2023,5,True
Nigeria,"Sales, retail, commerce, marketing",2023,1,True
Saudi Arabia,"Sales, retail, commerce, marketing",2023,323,True
Netherlands,"Sales, retail, commerce, marketing",2021,6,True
United Kingdom,"Sales, retail, commerce, marketing",2019,99,True
Bulgaria,"Sales, retail, commerce, marketing",2019,0,True
India,"Sales, retail, commerce, marketing",2019,70,True
Canada,Semiconductor,2017,6,True
Canada,Semiconductor,2023,13,True
China (mainland),Semiconductor,2021,329,True
Japan,Semiconductor,2021,5,True
France,Semiconductor,2019,4,True
United Kingdom,Simulation,2023,11,True
Tajikistan,Software,2024,1,True
Pakistan,Software,2024,0,True
Slovenia,Software,2023,20,True
Uzbekistan,Software,2024,0,True
Panama,Software,2024,0,True
Kenya,Software,2024,6,True
Bangladesh,Software,2023,1,True
Estonia,Software,2022,37,True
France,Speech Recognition,2018,0,True
Romania,Speech Recognition,2019,0,True
Germany,Speech Recognition,2018,0,True
Austria,Sports,2023,1,True
Cyprus,Sports,2018,1,True
Poland,Sports,2017,1,True
France,Telecommunications,2017,6,True
France,Telecommunications,2018,3,True
Turkey,Telecommunications,2021,4,True
Australia,Telecommunications,2021,1,True
Germany,Telecommunications,2023,1,True
South Korea,Telecommunications,2016,45,True
Sweden,Telecommunications,2022,0,True
Mexico,Transportation,2023,0,True
China (mainland),Transportation,2016,31,True
Canada,Transportation,2021,26,True
Singapore,Transportation,2023,6,True
Saudi Arabia,Transportation,2021,7,True
France,Transportation,2025,20,False
Brazil,Agriculture,2019,2,True
Hungary,Agriculture,2020,0,True
Greece,All,2023,110,True
Colombia,All,2022,89,True
Indonesia,All,2019,11,True
Austria,All,2015,2,True
Finland,All,2016,13,True
Italy,All,2025,320,False
Botswana,All,2016,0,True
Canada,All,2015,168,True
Hungary,All,2024,11,True
Malta,All,2017,1,True
Ukraine,All,2017,0,True
Netherlands,All,2022,390,True
Pakistan,All,2024,0,True
Serbia,All,2017,0,True
Australia,All,2019,301,True
Mexico,All,2017,6,True
Armenia,All,2024,14,True
Romania,All,2024,17,True
Tunisia,All,2024,5,True
Thailand,All,2020,11,True
Saudi Arabia,All,2019,39,True
Vietnam,All,2023,9,True
Malaysia,Biotechnology,2024,0,True
Belgium,Biotechnology,2019,1,True
Sweden,Biotechnology,2022,3,True
China (mainland),Biotechnology,2021,121,True
South Korea,Biotechnology,2020,6,True
South Korea,Community and Lifestyle,2024,3,True
Taiwan,Community and Lifestyle,2018,1,True
South Africa,Community and Lifestyle,2023,1,True
United Kingdom,Community and Lifestyle,2019,21,True
Sweden,Community and Lifestyle,2020,1,True
Denmark,Computer Vision,2023,2,True
Indonesia,Computer Vision,2021,0,True
India,Computer Vision,2024,5,True
France,Consumer goods,2023,16,True
Japan,Consumer goods,2017,7,True
China (mainland),Consumer goods,2022,109,True
Saint Kitts and Nevis,Consumer goods,2021,0,True
Spain,Consumer goods,2021,2,True
Hungary,Consumer goods,2023,3,True
Taiwan,Consumer goods,2018,1,True
United Kingdom,Consumer goods,2022,62,True
Sweden,Consumer goods,2024,0,True
Uruguay,Consumer goods,2017,0,True
Greece,Cyber Security,2025,3,False
Estonia,Cyber Security,2024,3,True
Netherlands,Cyber Security,2020,3,True
Iceland,Data and analytics,2024,5,True
New Zealand,Data and analytics,2018,1,True
Kenya,Data and analytics,2021,11,True
Latvia,Data and analytics,2019,0,True
China (mainland),Data and analytics,2016,3524,True
France,Data and analytics,2023,463,True
Sweden,Data and analytics,2017,28,True
Zimbabwe,Data and analytics,2019,0,True
Azerbaijan,Data and analytics,2023,0,True
Portugal,Data and analytics,2022,14,True
Austria,Data and analytics,2018,5,True
Austria,Data and analytics,2019,12,True
Australia,Education,2020,1,True
Netherlands,Education,2023,1,True
Mexico,Education,2022,0,True
France,Education,2018,1,True
Azerbaijan,Education,2022,0,True
Denmark,Education,2015,2,True
Germany,Education,2016,0,True
Canada,Education,2015,3,True
India,Energy and natural resources,2018,2,True
Sweden,Energy and natural resources,2016,1,True
Switzerland,Energy and natural resources,2024,4,True
Egypt,Energy and natural resources,2024,0,True
Nigeria,Energy and natural resources,2024,1,True
Germany,Energy and natural resources,2018,6,True
Germany,Energy and natural resources,2021,37,True
France,Energy and natural resources,2022,18,True
Saudi Arabia,Finance,2022,136,True
Brazil,Finance,2025,94,False
Ghana,Finance,2025,0,False
Poland,Finance,2016,1,True
Switzerland,Finance,2018,10,True
Ireland,Finance,2016,0,True
Austria,Finance,2023,13,True
Israel,Finance,2021,101,True
Russia,Finance,2017,4,True
Russia,Finance,2019,5,True
Finland,Gaming,2015,0,True
Czechia,Gaming,2022,2,True
Poland,Gaming,2016,0,True
Chile,General purpose,2020,9,True
Canada,General purpose,2023,597,True
Uruguay,General purpose,2021,2,True
Switzerland,General purpose,2025,516,False
Sri Lanka,General purpose,2021,0,True
Netherlands,General purpose,2023,241,True
Singapore,General purpose,2016,61,True
Saudi Arabia,General purpose,2015,2,True
Indonesia,General purpose,2018,1,True
Turkey,General purpose,2016,0,True
Poland,General purpose,2017,12,True
South Korea,General purpose,2017,34,True
Israel,Hardware,2021,450,True
Serbia,Hardware,2015,0,True
Serbia,Hardware,2020,0,True
Romania,Hardware,2022,1,True
Portugal,Hardware,2024,6,True
Denmark,Hardware,2021,2,True
India,Hardware,2023,2356,True
Ukraine,Hardware,2016,0,True
Latvia,Hardware,2017,0,True
Switzerland,Hardware,2023,68,True
Austria,Hardware,2019,0,True
Turkey,Hardware,2023,9,True
Turkey,Hardware,2025,5,False
Russia,Hardware,2024,0,True
Netherlands,Hardware,2022,37,True
