country,field,year,num_patent_applications,complete
Spain,All,2018,111,True
World Intellectual Property Organization (WIPO),All,2016,5,True
Eurasian Patent Organization,All,2017,3,True
United States,All,2017,9990,True
Canada,All,2015,184,True
Czechia,All,2017,1,True
Germany,All,2017,410,True
European Patent Organization,All,2022,1784,False
Hungary,All,2018,6,True
Uruguay,Banking and Finance,2017,0,True
Australia,Banking and Finance,2021,59,False
European Patent Organization,Banking and Finance,2023,1,False
South Africa,Banking and Finance,2023,0,False
Luxembourg,Banking and Finance,2024,1,False
Greece,Banking and Finance,2015,0,True
Austria,Banking and Finance,2017,0,True
Sweden,Banking and Finance,2017,1,True
Sweden,Banking and Finance,2024,0,False
Mexico,Banking and Finance,2015,1,True
Costa Rica,Banking and Finance,2020,0,True
United Kingdom,Banking and Finance,2016,11,True
Poland,Banking and Finance,2020,2,True
Poland,Banking and Finance,2021,1,False
New Zealand,Banking and Finance,2016,0,True
Luxembourg,Business,2016,0,True
Spain,Business,2019,6,True
Chile,Business,2022,0,False
Chile,Business,2023,1,False
Finland,Business,2021,5,False
Australia,Business,2017,41,True
Israel,Business,2015,3,True
Morocco,Business,2021,0,False
Belgium,Business,2021,1,False
Austria,Business,2015,0,True
Austria,Business,2019,0,True
Canada,Business,2023,1,False
Ukraine,Energy Management,2015,0,True
Ukraine,Energy Management,2018,0,True
Lithuania,Energy Management,2015,0,True
Chile,Energy Management,2018,0,True
Brazil,Energy Management,2017,3,True
Uruguay,Energy Management,2020,0,True
Ireland,Energy Management,2023,0,False
Slovenia,Energy Management,2015,0,True
Serbia,Energy Management,2024,0,False
Philippines,Energy Management,2018,0,True
South Korea,Energy Management,2022,562,False
Serbia,Industry and Manufacturing,2020,1,True
Norway,Industry and Manufacturing,2022,2,False
Austria,Industry and Manufacturing,2015,0,True
Sweden,Industry and Manufacturing,2016,1,True
Luxembourg,Industry and Manufacturing,2018,0,True
Luxembourg,Industry and Manufacturing,2023,5,False
Brazil,Industry and Manufacturing,2015,2,True
Croatia,Industry and Manufacturing,2019,0,True
Canada,Life Sciences,2019,268,True
Austria,Life Sciences,2018,2,True
Sri Lanka,Life Sciences,2016,1,True
Lithuania,Life Sciences,2015,3,True
Chile,Life Sciences,2023,1,False
Spain,Life Sciences,2019,23,True
World Intellectual Property Organization (WIPO),Life Sciences,2015,2,True
Serbia,Personal Devices and Computing,2017,0,True
United States,Personal Devices and Computing,2020,7706,True
Italy,Personal Devices and Computing,2020,16,True
Malaysia,Personal Devices and Computing,2016,4,True
Austria,Personal Devices and Computing,2022,2,False
Greece,Personal Devices and Computing,2016,3,True
Spain,Personal Devices and Computing,2020,22,True
Bulgaria,Personal Devices and Computing,2023,0,False
Israel,Personal Devices and Computing,2018,9,True
Brazil,Personal Devices and Computing,2018,64,True
Poland,Personal Devices and Computing,2023,0,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2017,1,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2023,5,False
Colombia,Physical Sciences and Engineering,2015,1,True
Spain,Physical Sciences and Engineering,2024,0,False
Malaysia,Physical Sciences and Engineering,2015,0,True
Taiwan,Physical Sciences and Engineering,2021,8,False
Greece,Physical Sciences and Engineering,2016,0,True
European Patent Organization,Physical Sciences and Engineering,2015,3,True
European Patent Organization,Physical Sciences and Engineering,2021,48,False
Finland,Physical Sciences and Engineering,2019,5,True
Finland,Security,2018,3,True
Spain,Security,2015,0,True
Japan,Security,2020,125,True
Austria,Security,2020,1,True
Hungary,Security,2019,1,True
Luxembourg,Telecommunications,2024,1,False
India,Telecommunications,2021,0,False
Finland,Telecommunications,2020,25,True
Lithuania,Telecommunications,2016,2,True
China (mainland),Telecommunications,2018,2565,True
Switzerland,Telecommunications,2015,0,True
New Zealand,Telecommunications,2019,3,True
New Zealand,Telecommunications,2020,1,True
Poland,Transportation,2017,2,True
Hungary,Transportation,2018,0,True
Kenya,Transportation,2016,1,True
Chile,Transportation,2023,0,False
United Kingdom,Transportation,2021,46,False
Italy,Transportation,2021,7,False
Bulgaria,Transportation,2018,0,True
Ukraine,Transportation,2016,0,True
China (mainland),Transportation,2023,13436,False
South Africa,Transportation,2019,0,True
Malaysia,Transportation,2015,6,True
Greece,Agriculture,2022,2,False
Norway,Agriculture,2017,1,True
Belgium,Agriculture,2016,0,True
Italy,Agriculture,2021,5,False
Peru,Agriculture,2023,0,False
Denmark,Agriculture,2022,0,False
Turkey,Agriculture,2019,2,True
Lithuania,Agriculture,2016,0,True
Russia,All,2015,98,True
Mexico,All,2018,89,True
Latvia,All,2020,1,True
Romania,All,2023,7,False
Taiwan,All,2016,98,True
Austria,All,2019,6,True
Greece,All,2020,5,True
New Zealand,All,2017,20,True
Switzerland,All,2018,4,True
Russia,Banking and Finance,2017,8,True
Canada,Banking and Finance,2023,0,False
United States,Banking and Finance,2019,769,True
Serbia,Banking and Finance,2015,1,True
Spain,Banking and Finance,2021,3,False
Brazil,Banking and Finance,2018,5,True
Brazil,Banking and Finance,2019,13,True
Denmark,Banking and Finance,2020,0,True
Taiwan,Banking and Finance,2018,6,True
Argentina,Business,2019,1,True
Greece,Business,2023,0,False
South Africa,Business,2020,3,True
France,Business,2018,17,True
Russia,Business,2019,16,True
Singapore,Business,2017,23,True
Austria,Business,2016,0,True
Taiwan,Business,2018,15,True
Taiwan,Business,2024,0,False
Saudi Arabia,Business,2018,1,True
Colombia,Energy Management,2024,0,False
Austria,Energy Management,2019,2,True
Austria,Energy Management,2020,3,True
Russia,Energy Management,2020,0,True
Netherlands,Energy Management,2015,0,True
Morocco,Energy Management,2021,1,False
Singapore,Energy Management,2016,1,True
Japan,Energy Management,2023,6,False
Colombia,Industry and Manufacturing,2015,2,True
South Korea,Industry and Manufacturing,2017,153,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2024,0,False
Singapore,Industry and Manufacturing,2015,3,True
Hungary,Industry and Manufacturing,2019,0,True
Brazil,Industry and Manufacturing,2022,0,False
Hungary,Life Sciences,2023,0,False
Serbia,Life Sciences,2015,0,True
Canada,Life Sciences,2023,0,False
Morocco,Life Sciences,2020,0,True
New Zealand,Life Sciences,2020,3,True
New Zealand,Life Sciences,2022,0,False
World Intellectual Property Organization (WIPO),Life Sciences,2024,1,False
Netherlands,Life Sciences,2021,8,False
Italy,Personal Devices and Computing,2015,6,True
United Kingdom,Personal Devices and Computing,2015,41,True
Japan,Personal Devices and Computing,2019,1329,True
New Zealand,Personal Devices and Computing,2017,8,True
Morocco,Personal Devices and Computing,2016,2,True
Morocco,Personal Devices and Computing,2018,1,True
Luxembourg,Physical Sciences and Engineering,2017,0,True
Norway,Physical Sciences and Engineering,2023,2,False
Ukraine,Physical Sciences and Engineering,2016,0,True
Brazil,Physical Sciences and Engineering,2018,20,True
Chile,Physical Sciences and Engineering,2024,0,False
Taiwan,Physical Sciences and Engineering,2024,0,False
France,Physical Sciences and Engineering,2022,8,False
Australia,Security,2021,134,False
Switzerland,Security,2017,0,True
Chile,Security,2017,0,True
European Patent Organization,Security,2017,20,True
European Patent Organization,Security,2020,55,True
European Patent Organization,Security,2022,83,False
Austria,Security,2022,2,False
Argentina,Security,2020,0,True
Hungary,Security,2017,0,True
Uruguay,Security,2020,0,True
Uruguay,Security,2022,0,False
India,Telecommunications,2016,28,True
Iran,Telecommunications,2018,1,True
United Kingdom,Telecommunications,2022,115,False
World Intellectual Property Organization (WIPO),Telecommunications,2023,51,False
Brazil,Transportation,2018,12,True
Slovakia,Transportation,2020,0,True
Russia,Transportation,2020,13,True
France,Transportation,2022,42,False
International Bureau of WIPO,Transportation,2016,1,True
Morocco,Transportation,2022,0,False
Germany,Transportation,2016,105,True
World Intellectual Property Organization (WIPO),Transportation,2017,2,True
Peru,Transportation,2017,0,True
Austria,Transportation,2015,0,True
Spain,Transportation,2018,21,True
Greece,Agriculture,2015,0,True
Greece,Agriculture,2019,0,True
France,Agriculture,2017,0,True
Eurasian Patent Organization,Agriculture,2019,1,True
Ukraine,Agriculture,2016,0,True
Finland,Agriculture,2023,0,False
Argentina,Agriculture,2021,4,False
South Africa,Agriculture,2020,0,True
Japan,Agriculture,2018,40,True
South Korea,Agriculture,2016,21,True
Sweden,Agriculture,2024,0,False
Czechia,Agriculture,2022,0,False
Austria,Agriculture,2020,0,True
China (mainland),All,2015,3946,True
Greece,All,2017,14,True
Netherlands,All,2016,6,True
Netherlands,All,2024,5,False
Japan,Banking and Finance,2015,18,True
South Korea,Banking and Finance,2020,299,True
Bulgaria,Banking and Finance,2022,0,False
United States,Banking and Finance,2018,667,True
Norway,Banking and Finance,2022,0,False
Netherlands,Banking and Finance,2018,0,True
Poland,Banking and Finance,2019,0,True
Germany,Banking and Finance,2021,30,False
Poland,Business,2019,3,True
Poland,Business,2021,2,False
Netherlands,Business,2018,0,True
Russia,Business,2017,20,True
United States,Business,2017,1658,True
Belgium,Business,2022,0,False
Portugal,Business,2021,0,False
Italy,Business,2019,2,True
Latvia,Business,2020,0,True
Austria,Energy Management,2017,4,True
United States,Energy Management,2020,234,True
Sweden,Energy Management,2023,0,False
Luxembourg,Energy Management,2021,3,False
India,Energy Management,2022,1,False
Italy,Energy Management,2016,0,True
Bulgaria,Energy Management,2022,0,False
Turkey,Energy Management,2020,1,True
South Korea,Energy Management,2021,481,False
Portugal,Energy Management,2015,0,True
Canada,Energy Management,2023,1,False
Poland,Energy Management,2019,1,True
France,Industry and Manufacturing,2023,1,False
Latvia,Industry and Manufacturing,2017,0,True
Morocco,Industry and Manufacturing,2017,0,True
Morocco,Industry and Manufacturing,2021,1,False
Denmark,Industry and Manufacturing,2021,1,False
European Patent Organization,Industry and Manufacturing,2024,0,False
Netherlands,Industry and Manufacturing,2017,0,True
Norway,Industry and Manufacturing,2017,0,True
Canada,Industry and Manufacturing,2018,41,True
Russia,Industry and Manufacturing,2018,7,True
United Kingdom,Industry and Manufacturing,2019,12,True
Bulgaria,Industry and Manufacturing,2020,0,True
Poland,Industry and Manufacturing,2017,1,True
Canada,Life Sciences,2020,302,True
Peru,Life Sciences,2018,2,True
South Africa,Life Sciences,2020,0,True
South Africa,Life Sciences,2021,0,False
Greece,Life Sciences,2019,0,True
Greece,Life Sciences,2021,1,False
Portugal,Life Sciences,2015,4,True
Morocco,Life Sciences,2015,1,True
United Kingdom,Life Sciences,2019,63,True
Belgium,Life Sciences,2017,0,True
Hungary,Personal Devices and Computing,2022,5,False
Turkey,Personal Devices and Computing,2019,6,True
Denmark,Personal Devices and Computing,2019,11,True
Greece,Personal Devices and Computing,2020,1,True
Finland,Personal Devices and Computing,2015,4,True
Mexico,Personal Devices and Computing,2023,0,False
Peru,Personal Devices and Computing,2018,2,True
Romania,Physical Sciences and Engineering,2015,1,True
Belgium,Physical Sciences and Engineering,2019,0,True
Spain,Physical Sciences and Engineering,2020,3,True
International Bureau of WIPO,Physical Sciences and Engineering,2018,0,True
Croatia,Physical Sciences and Engineering,2015,0,True
Finland,Security,2022,1,False
Malaysia,Security,2022,0,False
South Korea,Security,2024,1,False
Luxembourg,Security,2018,0,True
Turkey,Security,2019,0,True
Netherlands,Security,2023,0,False
Romania,Security,2015,0,True
China (mainland),Security,2020,2309,True
Bulgaria,Security,2017,0,True
Azerbaijan,Security,2018,0,True
Peru,Security,2020,1,True
European Patent Organization,Security,2021,50,False
Hungary,Security,2020,1,True
Greece,Security,2015,0,True
European Patent Organization,Telecommunications,2020,194,True
Czechia,Telecommunications,2018,0,True
Italy,Telecommunications,2022,8,False
Italy,Telecommunications,2023,0,False
United States,Telecommunications,2022,1687,False
New Zealand,Telecommunications,2022,0,False
Belgium,Telecommunications,2017,0,True
Germany,Telecommunications,2020,126,True
Sweden,Transportation,2023,0,False
Mexico,Transportation,2022,0,False
Slovakia,Transportation,2021,0,False
Colombia,Transportation,2022,0,False
Finland,Transportation,2018,0,True
South Korea,Transportation,2019,643,True
Luxembourg,Transportation,2024,0,False
Morocco,Transportation,2019,0,True
Peru,Transportation,2020,1,True
Greece,Transportation,2021,0,False
Croatia,Transportation,2018,0,True
Greece,Agriculture,2016,0,True
Australia,Agriculture,2017,16,True
Canada,Agriculture,2015,4,True
Chile,Agriculture,2019,0,True
France,Agriculture,2023,0,False
Belgium,Agriculture,2017,2,True
European Patent Organization,Agriculture,2021,14,False
World Intellectual Property Organization (WIPO),Agriculture,2019,7,True
Russia,Agriculture,2018,0,True
Philippines,All,2016,4,True
Bulgaria,All,2018,4,True
Taiwan,All,2015,47,True
China (mainland),All,2017,14825,True
Poland,All,2017,20,True
Morocco,All,2022,4,False
Serbia,All,2024,4,False
Peru,All,2022,8,False
Colombia,All,2015,2,True
Israel,All,2019,21,True
Greece,All,2019,3,True
Turkey,All,2021,39,False
Hungary,All,2015,9,True
Australia,Banking and Finance,2020,53,True
Jordan,Banking and Finance,2019,0,True
Belgium,Banking and Finance,2019,0,True
Sweden,Banking and Finance,2016,3,True
Sweden,Banking and Finance,2021,1,False
Hungary,Banking and Finance,2020,2,True
Chile,Banking and Finance,2015,0,True
China (mainland),Banking and Finance,2024,938,False
Peru,Banking and Finance,2017,0,True
Peru,Banking and Finance,2018,0,True
Romania,Banking and Finance,2015,0,True
New Zealand,Banking and Finance,2018,0,True
Norway,Business,2020,0,True
Spain,Business,2017,10,True
Croatia,Business,2015,0,True
Chile,Business,2021,0,False
South Korea,Business,2015,24,True
South Korea,Business,2021,1664,False
Switzerland,Business,2016,1,True
Taiwan,Business,2020,24,True
Jordan,Business,2017,1,True
Germany,Business,2022,53,False
Italy,Business,2021,10,False
Germany,Energy Management,2022,90,False
Taiwan,Energy Management,2022,7,False
Sweden,Energy Management,2017,0,True
Luxembourg,Energy Management,2017,0,True
Malaysia,Energy Management,2020,0,True
Malaysia,Energy Management,2021,0,False
Italy,Industry and Manufacturing,2017,3,True
Ireland,Industry and Manufacturing,2018,0,True
European Patent Organization,Industry and Manufacturing,2020,80,True
Spain,Industry and Manufacturing,2015,6,True
New Zealand,Industry and Manufacturing,2021,1,False
Iran,Industry and Manufacturing,2018,0,True
Sweden,Industry and Manufacturing,2021,4,False
Poland,Industry and Manufacturing,2016,1,True
Colombia,Life Sciences,2015,0,True
Norway,Life Sciences,2020,2,True
Croatia,Life Sciences,2018,1,True
Serbia,Life Sciences,2017,0,True
Serbia,Life Sciences,2022,0,False
Peru,Life Sciences,2021,0,False
South Africa,Life Sciences,2024,0,False
Israel,Life Sciences,2017,2,True
Austria,Life Sciences,2020,1,True
World Intellectual Property Organization (WIPO),Life Sciences,2022,465,False
Russia,Life Sciences,2016,32,True
Belgium,Life Sciences,2023,0,False
United States,Personal Devices and Computing,2021,5384,False
South Korea,Personal Devices and Computing,2016,463,True
China (mainland),Personal Devices and Computing,2017,6232,True
China (mainland),Personal Devices and Computing,2021,50336,False
Taiwan,Personal Devices and Computing,2019,124,True
Taiwan,Personal Devices and Computing,2024,0,False
European Patent Organization,Personal Devices and Computing,2021,434,False
Kenya,Personal Devices and Computing,2016,0,True
Luxembourg,Personal Devices and Computing,2023,23,False
New Zealand,Personal Devices and Computing,2020,3,True
Belgium,Personal Devices and Computing,2022,1,False
Philippines,Personal Devices and Computing,2021,20,False
Russia,Personal Devices and Computing,2021,14,False
Peru,Physical Sciences and Engineering,2023,0,False
Slovakia,Physical Sciences and Engineering,2023,0,False
Norway,Physical Sciences and Engineering,2018,0,True
Taiwan,Physical Sciences and Engineering,2015,2,True
India,Physical Sciences and Engineering,2017,2,True
Philippines,Security,2015,0,True
World Intellectual Property Organization (WIPO),Security,2022,85,False
Netherlands,Security,2015,1,True
Czechia,Security,2017,0,True
New Zealand,Security,2015,2,True
United Kingdom,Security,2020,24,True
Hungary,Security,2016,0,True
Bulgaria,Telecommunications,2021,0,False
Croatia,Telecommunications,2015,0,True
Moldova,Telecommunications,2021,0,False
Australia,Telecommunications,2022,74,False
Romania,Telecommunications,2022,0,False
Norway,Telecommunications,2017,0,True
Norway,Telecommunications,2023,0,False
Russia,Telecommunications,2021,5,False
Singapore,Telecommunications,2020,5,True
World Intellectual Property Organization (WIPO),Telecommunications,2021,214,False
Mexico,Transportation,2018,9,True
Moldova,Transportation,2021,0,False
Italy,Transportation,2020,5,True
Serbia,Transportation,2023,0,False
Oman,Transportation,2016,1,True
European Patent Organization,Transportation,2021,71,False
Switzerland,Transportation,2016,1,True
Serbia,Agriculture,2020,1,True
Brazil,Agriculture,2018,22,True
Ukraine,Agriculture,2022,0,False
Belgium,Agriculture,2022,0,False
European Patent Organization,Agriculture,2015,2,True
Netherlands,Agriculture,2022,2,False
India,Agriculture,2020,0,True
Denmark,Agriculture,2019,0,True
Turkey,Agriculture,2018,1,True
Turkey,Agriculture,2022,3,False
Mexico,Agriculture,2016,2,True
Czechia,Agriculture,2020,0,True
Portugal,All,2021,4,False
Estonia,All,2022,1,False
Malaysia,All,2018,24,True
Canada,All,2023,3,False
Brazil,All,2016,80,True
Luxembourg,All,2016,2,True
Luxembourg,All,2024,7,False
Japan,Banking and Finance,2023,0,False
Canada,Banking and Finance,2019,58,True
United States,Banking and Finance,2021,473,False
Slovenia,Banking and Finance,2016,0,True
China (mainland),Banking and Finance,2019,966,True
France,Banking and Finance,2015,1,True
Switzerland,Banking and Finance,2021,1,False
Germany,Banking and Finance,2023,7,False
Bulgaria,Business,2021,0,False
Philippines,Business,2016,0,True
Philippines,Business,2018,1,True
Peru,Business,2021,1,False
Romania,Business,2021,0,False
China (mainland),Business,2016,772,True
Slovenia,Business,2016,0,True
Serbia,Business,2015,1,True
Serbia,Business,2018,0,True
South Korea,Business,2019,1170,True
Mexico,Business,2018,12,True
Taiwan,Energy Management,2017,4,True
Lithuania,Energy Management,2017,0,True
Netherlands,Energy Management,2021,2,False
Morocco,Energy Management,2018,0,True
India,Energy Management,2019,0,True
European Patent Organization,Energy Management,2015,5,True
South Korea,Energy Management,2024,2,False
Mexico,Energy Management,2023,0,False
Kenya,Industry and Manufacturing,2016,0,True
Denmark,Industry and Manufacturing,2015,2,True
Netherlands,Industry and Manufacturing,2015,0,True
Norway,Industry and Manufacturing,2023,0,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2022,49,False
Switzerland,Industry and Manufacturing,2019,0,True
United Kingdom,Industry and Manufacturing,2016,17,True
Hungary,Industry and Manufacturing,2017,0,True
Luxembourg,Industry and Manufacturing,2019,0,True
Luxembourg,Life Sciences,2019,0,True
Spain,Life Sciences,2017,34,True
Iran,Life Sciences,2018,0,True
Poland,Life Sciences,2018,6,True
Netherlands,Life Sciences,2017,3,True
Belgium,Life Sciences,2019,0,True
Slovenia,Personal Devices and Computing,2022,0,False
Mexico,Personal Devices and Computing,2018,34,True
Portugal,Personal Devices and Computing,2020,4,True
Uruguay,Personal Devices and Computing,2017,0,True
Sweden,Personal Devices and Computing,2019,4,True
Brazil,Personal Devices and Computing,2021,26,False
Peru,Personal Devices and Computing,2020,3,True
Poland,Personal Devices and Computing,2021,5,False
Russia,Physical Sciences and Engineering,2017,8,True
Israel,Physical Sciences and Engineering,2023,1,False
Norway,Physical Sciences and Engineering,2017,0,True
Norway,Physical Sciences and Engineering,2019,0,True
Ukraine,Physical Sciences and Engineering,2019,0,True
United Kingdom,Physical Sciences and Engineering,2018,36,True
United Kingdom,Physical Sciences and Engineering,2019,40,True
Argentina,Physical Sciences and Engineering,2019,3,True
Malaysia,Physical Sciences and Engineering,2022,1,False
Greece,Physical Sciences and Engineering,2017,0,True
European Patent Organization,Physical Sciences and Engineering,2022,39,False
Philippines,Physical Sciences and Engineering,2016,0,True
Austria,Physical Sciences and Engineering,2016,0,True
India,Physical Sciences and Engineering,2016,1,True
Singapore,Physical Sciences and Engineering,2019,3,True
Germany,Physical Sciences and Engineering,2017,16,True
Denmark,Physical Sciences and Engineering,2017,0,True
International Bureau of WIPO,Security,2016,0,True
Serbia,Security,2024,0,False
South Korea,Security,2018,227,True
United States,Security,2015,223,True
United States,Security,2020,1057,True
United Kingdom,Security,2021,26,False
Austria,Security,2017,0,True
Greece,Security,2017,1,True
Australia,Telecommunications,2019,112,True
Mexico,Telecommunications,2017,11,True
Slovenia,Telecommunications,2018,1,True
Slovakia,Telecommunications,2024,0,False
South Africa,Telecommunications,2016,1,True
Japan,Telecommunications,2022,402,False
Norway,Telecommunications,2016,0,True
Austria,Telecommunications,2023,0,False
Mexico,Transportation,2021,3,False
Italy,Transportation,2015,1,True
Israel,Transportation,2015,2,True
Norway,Agriculture,2016,1,True
Ireland,Agriculture,2023,0,False
Serbia,Agriculture,2024,0,False
Chile,Agriculture,2022,0,False
New Zealand,Agriculture,2020,0,True
Belgium,Agriculture,2021,0,False
European Patent Organization,Agriculture,2018,5,True
International Bureau of WIPO,Agriculture,2018,0,True
World Intellectual Property Organization (WIPO),Agriculture,2015,0,True
Japan,Agriculture,2024,0,False
Luxembourg,Agriculture,2019,0,True
Bulgaria,All,2019,3,True
Romania,All,2019,6,True
Singapore,All,2019,152,True
United Kingdom,All,2021,477,False
United Kingdom,All,2023,488,False
South Africa,All,2023,94,False
Taiwan,All,2020,627,True
Taiwan,All,2023,126,False
Italy,All,2020,65,True
Serbia,All,2019,4,True
Peru,All,2016,3,True
Canada,All,2024,1,False
France,All,2016,66,True
Finland,All,2016,9,True
Lithuania,All,2017,4,True
Jordan,Banking and Finance,2017,0,True
Sweden,Banking and Finance,2023,0,False
Serbia,Banking and Finance,2019,0,True
Spain,Banking and Finance,2017,2,True
Spain,Banking and Finance,2018,3,True
Tunisia,Banking and Finance,2021,0,False
Switzerland,Banking and Finance,2020,1,True
New Zealand,Banking and Finance,2022,0,False
Norway,Business,2021,0,False
Greece,Business,2020,0,True
Poland,Business,2015,2,True
Ukraine,Business,2015,0,True
France,Business,2020,16,True
Colombia,Business,2021,1,False
Colombia,Business,2022,1,False
United States,Business,2016,1156,True
Germany,Business,2017,24,True
Ukraine,Energy Management,2019,0,True
Denmark,Energy Management,2022,1,False
Australia,Energy Management,2016,18,True
Russia,Energy Management,2019,0,True
Singapore,Energy Management,2017,0,True
Italy,Energy Management,2015,0,True
Italy,Energy Management,2020,2,True
Italy,Energy Management,2021,5,False
Finland,Energy Management,2019,1,True
Serbia,Energy Management,2017,0,True
United Kingdom,Energy Management,2020,13,True
France,Industry and Manufacturing,2016,2,True
Ukraine,Industry and Manufacturing,2015,0,True
Morocco,Industry and Manufacturing,2015,0,True
European Patent Organization,Industry and Manufacturing,2021,77,False
Serbia,Industry and Manufacturing,2021,0,False
South Africa,Industry and Manufacturing,2023,0,False
Portugal,Industry and Manufacturing,2022,0,False
China (mainland),Industry and Manufacturing,2019,1832,True
Philippines,Industry and Manufacturing,2022,0,False
Slovenia,Industry and Manufacturing,2016,0,True
Luxembourg,Life Sciences,2024,1,False
Ukraine,Life Sciences,2015,1,True
Mexico,Life Sciences,2018,29,True
India,Life Sciences,2016,28,True
Peru,Life Sciences,2023,1,False
Romania,Life Sciences,2019,0,True
Jordan,Life Sciences,2017,0,True
Brazil,Life Sciences,2016,27,True
Denmark,Life Sciences,2016,4,True
Iran,Personal Devices and Computing,2018,1,True
Japan,Personal Devices and Computing,2021,904,False
Australia,Personal Devices and Computing,2018,214,True
China (mainland),Physical Sciences and Engineering,2020,1712,True
Peru,Physical Sciences and Engineering,2016,1,True
Switzerland,Physical Sciences and Engineering,2018,0,True
Poland,Physical Sciences and Engineering,2018,1,True
United Kingdom,Physical Sciences and Engineering,2016,9,True
Brazil,Physical Sciences and Engineering,2021,11,False
Taiwan,Physical Sciences and Engineering,2019,11,True
Greece,Physical Sciences and Engineering,2018,1,True
Portugal,Physical Sciences and Engineering,2020,0,True
Japan,Physical Sciences and Engineering,2020,170,True
Philippines,Physical Sciences and Engineering,2017,0,True
Sweden,Physical Sciences and Engineering,2023,0,False
Ukraine,Security,2017,0,True
Mexico,Security,2016,6,True
Romania,Security,2023,0,False
China (mainland),Security,2019,1085,True
Sweden,Telecommunications,2023,0,False
Finland,Telecommunications,2016,2,True
Poland,Telecommunications,2022,1,False
Ukraine,Telecommunications,2019,0,True
Greece,Telecommunications,2018,0,True
Greece,Telecommunications,2020,1,True
Greece,Telecommunications,2022,1,False
Colombia,Telecommunications,2023,0,False
Italy,Telecommunications,2019,12,True
Austria,Telecommunications,2015,1,True
Austria,Telecommunications,2016,2,True
Jordan,Telecommunications,2017,1,True
Canada,Telecommunications,2022,15,False
Hungary,Transportation,2023,0,False
Costa Rica,Transportation,2019,0,True
Finland,Transportation,2022,0,False
India,Transportation,2022,1,False
South Korea,Transportation,2024,1,False
Turkey,Transportation,2020,1,True
World Intellectual Property Organization (WIPO),Transportation,2022,45,False
World Intellectual Property Organization (WIPO),Transportation,2023,3,False
Romania,Transportation,2015,0,True
Croatia,Transportation,2022,0,False
Saudi Arabia,Transportation,2021,0,False
United Kingdom,Agriculture,2024,1,False
Brazil,Agriculture,2017,12,True
South Africa,Agriculture,2016,1,True
World Intellectual Property Organization (WIPO),Agriculture,2022,34,False
South Korea,Agriculture,2020,169,True
Sweden,Agriculture,2020,2,True
Hungary,Agriculture,2023,0,False
Turkey,Agriculture,2021,3,False
Austria,Agriculture,2018,0,True
Azerbaijan,All,2018,1,True
Chile,All,2022,3,False
United Kingdom,All,2024,184,False
South Africa,All,2016,3,True
China (mainland),All,2016,7969,True
Poland,All,2019,26,True
Morocco,All,2018,7,True
Australia,All,2018,476,True
Finland,All,2018,43,True
Turkey,All,2020,46,True
European Patent Organization,All,2024,1,False
Luxembourg,All,2021,38,False
European Patent Organization,Banking and Finance,2019,28,True
European Patent Organization,Banking and Finance,2022,25,False
Ireland,Banking and Finance,2022,0,False
Colombia,Banking and Finance,2024,0,False
Finland,Banking and Finance,2018,0,True
World Intellectual Property Organization (WIPO),Banking and Finance,2018,4,True
France,Banking and Finance,2016,4,True
Romania,Banking and Finance,2019,0,True
Romania,Banking and Finance,2023,0,False
Norway,Business,2016,0,True
Poland,Business,2022,1,False
Poland,Business,2023,0,False
Spain,Business,2024,0,False
Netherlands,Business,2022,6,False
Finland,Business,2022,1,False
United Kingdom,Business,2016,39,True
Belgium,Business,2016,0,True
Sweden,Business,2015,1,True
Saudi Arabia,Business,2021,0,False
Brazil,Business,2021,14,False
Saudi Arabia,Energy Management,2021,0,False
Australia,Energy Management,2021,57,False
Hungary,Energy Management,2019,2,True
Hungary,Energy Management,2020,2,True
Brazil,Energy Management,2018,4,True
Netherlands,Energy Management,2024,0,False
Morocco,Energy Management,2022,0,False
Singapore,Energy Management,2020,0,True
Romania,Energy Management,2015,1,True
Romania,Energy Management,2016,0,True
Serbia,Energy Management,2020,1,True
Canada,Energy Management,2018,21,True
Croatia,Energy Management,2015,0,True
Finland,Industry and Manufacturing,2017,1,True
Ukraine,Industry and Manufacturing,2016,0,True
Colombia,Industry and Manufacturing,2019,0,True
European Patent Organization,Industry and Manufacturing,2022,75,False
Serbia,Industry and Manufacturing,2017,1,True
Chile,Industry and Manufacturing,2022,1,False
Portugal,Industry and Manufacturing,2019,1,True
Malaysia,Industry and Manufacturing,2018,2,True
Norway,Industry and Manufacturing,2019,2,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2021,49,False
Taiwan,Industry and Manufacturing,2021,21,False
Mexico,Industry and Manufacturing,2022,3,False
Australia,Industry and Manufacturing,2015,11,True
Bulgaria,Industry and Manufacturing,2022,0,False
Ukraine,Life Sciences,2019,0,True
Malaysia,Life Sciences,2015,3,True
Romania,Life Sciences,2023,0,False
United Kingdom,Life Sciences,2018,99,True
Tunisia,Life Sciences,2022,0,False
Japan,Life Sciences,2016,222,True
South Korea,Personal Devices and Computing,2019,2207,True
United Kingdom,Personal Devices and Computing,2023,111,False
China (mainland),Personal Devices and Computing,2020,36666,True
Spain,Personal Devices and Computing,2016,24,True
